CaseID	VehicleNumber	GVEMake	GVEModel	GVEYear	GVEBodyType	GVEVehicleClass	GVECurbWeight	GVEWeightSource	GVECargoWeight	GVECargoSource	GVEVIN	GVESpecialUse	GVEInspection	GVEInspectionDate	GVEPARSevCode	GVERESSevCode	VINMake	VINModel	VINYear	Series	VINBodyType	Roof1	Roof2	Roof3	FrontWheelDrive	FourWheelDrive	GVERestraintType	Carburetion	FuelType	VINWeight	VehicleType	WheelConfig	DayRunningLights	BaseWeight	GVEMotorcycleDisplacement	GVETravelSpeed	GVEPostedSpeed	DriverPresent	PARAlcoholPresent	PARAlcoholTest	PARAlcoholTestResult	PARTestDelay	PARTestSource	PARDrugsPresent	ZipCode	EthnicOrigin	CMVCrashes	CMVViolations	NonCMVCrashes	NonCMVViolations	TotalCrashes	GVETotalViolations	PrevViolations	UnkTypeCrashes	MCMIScrashes	MCMIScmvViolations	MCMIScmvNonViolations	PSU	PSUStrata	RATWeight
810005562	2	12	471	1993	30	30	1500	2	0	1	1FTCR14U5P	0	2	2002-11-01	1	1	FORD	RNG	1993	RNS	PS	None/not available	Unknown	Unknown	8	8	Unknown	888	Gas	1	Truck	42	Not available	9999	88888887	0	105	1	0	96	9999	97:97	0	0	33054	2	98	98	98	98	98	98	98	98	98	98	98	41	7	69.365
810005562	3	85	881	1991	68	68	7258	99	999999	0	1XKADR9X5M	88	3	2002-11-01	1	0	KW	CON	1991	T60	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	64	105	1	0	96	9999	97:97	0	0	98528	1	88	88	88	88	88	0	88	88	0	6	2	41	7	69.365
810005647	1	82	881	1995	68	68	999999	0	999999	0	1FUY3MCB6S	88	3	2002-12-01	1	2	FRHT	CON	1995	FD1	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	89	56	1	0	96	9999	97:97	0	0	33138	3	88	2	88	1	88	3	0	88	3	12	1	41	7	69.365
810005767	1	86	883	2001	63	60	18280	99	999999	0	1M2K185C01	88	3	2003-02-01	0	0	MACK	600	2001	MR6	TL	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	24	40	1	0	96	9999	97:97	0	0	33167	2	0	1	1	2	1	3	0	88	1	2	1	41	7	32.101
810005847	1	86	881	1996	68	68	999999	0	999999	0	1M1AA14Y7T	88	3	2003-03-01	2	2	MACK	600	1996	CH6	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	105	105	1	0	96	9999	97:97	0	0	33611	3	0	1	0	3	0	4	0	88	1	98	98	41	7	69.365
810005907	1	12	881	2002	63	60	5897	99	8618	99	3FDXF75N12	88	3	2003-03-01	3	2	FORD	COF	2002	F7S	CB	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	7	Truck	42	Unknown	9999	88888887	64	89	1	0	96	9999	97:97	0	0	33432	1	88	0	88	1	88	1	0	88	98	98	98	41	7	69.365
810005908	1	85	881	1998	68	68	7711	99	0	99	1XKTDB9X1W	88	3	2003-03-01	2	2	KW	CON	1998	T20	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	48	56	1	0	96	9999	97:97	0	0	33073	3	88	0	88	3	88	3	0	88	2	3	1	41	7	69.365
810005942	1	55	36	2000	3	1	953	2	0	1	KMHCG35G5Y	0	2	2003-04-01	3	3	HYUN	AGS	2000	888	2H	None/not available	Unknown	Unknown	Y	N	Dual front air bags/active belts	F	Gas	0	Passenger Vehicle	999	Not available	2280	88888887	105	105	1	9	0	0	00:28	3	9	33311	3	98	98	98	98	98	98	98	98	98	98	98	41	7	111.86
810005942	2	84	881	1990	63	60	13608	99	0	99	2HTTNGHT5L	88	3	2003-04-01	0	0	INTL	PYS	1990	F57	TM	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	66	Unknown	9999	88888887	72	105	1	0	96	9999	97:97	0	0	33021	2	0	0	0	3	0	3	3	88	98	98	98	41	7	111.86
811004002	1	49	401	1999	14	14	1762	4	0	2	JT3GN86RXX	0	2	2001-01-01	0	0	TOYT	RUN	1999	RR5	4W	None/not available	Power sun/moon roof	Unknown	8	8	Dual front air bags/active belts	888	Gas	1	Truck	42	Not available	9999	88888887	0	72	1	0	96	9999	99:99	0	0	27596	1	88	88	88	88	88	0	88	88	88	88	88	43	9	0
811004002	2	51	898	1995	68	68	999999	0	31298	99	4V1VDBRH0S	88	3	2001-01-01	2	2	WHGM	ARO	1995	WCA	DS	Unknown	Unknown	Unknown	8	8	Unknown	999	Diesel	8	Truck	64	Unknown	9999	88888887	64	24	1	0	96	9999	99:99	0	0	27591	5	98	98	98	98	98	98	98	98	98	98	98	43	9	0
811004002	3	20	881	1998	62	60	999999	0	999999	0	1GBJ7H1C4W	88	3	2001-01-01	0	0	CHEV	CSR	1998	7H4	CC	Unknown	Unknown	Unknown	8	8	Unknown	999	Diesel	6	Truck	42	Unknown	9999	88888887	24	72	1	0	96	9999	99:99	0	0	27597	1	98	98	98	98	98	98	98	98	98	98	98	43	9	0
811004028	1	85	881	1994	68	68	999999	0	999999	0	2XKDDB9X4R	88	3	2001-01-01	0	1	KW	CON	1994	T80	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	89	105	1	0	96	9999	99:99	0	0	27592	1	98	98	98	98	98	98	98	98	98	98	98	43	9	0
811004028	2	49	40	1985	4	1	1011	2	0	1	JT2SV12E1F	0	2	2001-01-01	3	2	TOYT	CMD	1985	888	4D	None/not available	Unknown	Unknown	Y	N	Active (manual) belts	F	Gas	0	Passenger Vehicle	999	Not available	2228	88888887	105	105	1	0	96	9999	99:99	3	0	27302	9	98	98	98	98	98	98	98	98	98	98	98	43	9	0
811004042	1	85	881	1996	63	60	999999	0	999999	0	1NKDLT9X4T	88	3	2001-04-01	0	0	KW	CON	1996	T80	TM	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	64	72	1	0	96	9999	99:99	0	0	28562	9	98	98	98	98	98	98	98	98	98	98	98	43	9	0
811004042	2	42	45	2000	1	1	1357	2	0	1	WDBKK47F3Y	0	2	2001-01-01	2	2	MERZ	SLK	2000	888	RD	Retractable roof panel	Unknown	Unknown	N	N	Dual air bags front and sides/active belts	Z	Gas	0	Passenger Vehicle	999	Not available	2920	88888887	64	72	1	0	96	9999	99:99	0	0	27613	2	98	98	98	98	98	98	98	98	98	98	98	43	9	0
811004068	1	23	881	1986	61	60	10886	99	0	99	1GDT9F4C3G	88	2	2001-01-01	2	3	GMC	M95	1986	N96	TM	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	89	89	1	0	96	9999	97:97	0	0	27610	2	98	98	98	98	98	98	98	98	98	98	98	43	9	0
811004182	1	37	32	1993	6	3	1424	2	999999	0	1HGCB9859P	0	0	8888-88-88	2	2	HOND	ALX	1993	888	SW	None/not available	Unknown	Unknown	Y	N	Driver front air bag/passenger side active belt	F	Gas	0	Passenger Vehicle	999	Not available	3133	88888887	97	97	1	0	96	9999	99:99	0	0	27545	9	98	98	98	98	98	98	98	98	98	98	98	43	9	0
811004182	2	85	881	1985	68	68	6162	99	3629	99	1XKED29X9F	88	3	2001-03-01	0	0	KW	COE	1985	K1E	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	89	97	1	0	96	9999	97:97	0	0	27597	2	98	98	98	98	98	98	98	98	98	98	98	43	9	0
811004206	1	85	881	2001	68	68	999999	0	0	99	1XKWDB9X51	88	3	2001-03-01	0	0	KW	CON	2001	W90	DS	Unknown	Unknown	Unknown	8	8	No restraint information available	888	Diesel	8	Truck	64	Unknown	9999	88888887	89	89	1	0	96	9999	99:99	0	0	28432	1	98	98	98	98	98	98	98	98	98	98	98	43	9	0
811004206	2	22	9	1998	1	2	1515	2	0	2	2G2FS22K6W	0	2	2001-03-01	3	3	PONT	FBD	1998	888	2H	None/not available	Unknown	Unknown	N	N	Dual front air bags/active belts	F	Gas	0	Passenger Vehicle	999	Standard	3340	88888887	89	89	1	0	96	9999	99:99	0	0	27592	6	88	0	88	1	88	1	0	88	88	88	88	43	9	0
811004223	1	49	32	1999	4	1	1100	99	999999	0	1NXBR12E0X	0	3	2001-03-01	2	3	TOYT	UVL	1999	888	4D	None/not available	Power sun/moon roof	Unknown	Y	N	Dual front air bags/active belts	F	Gas	0	Passenger Vehicle	999	Standard	2414	88888887	105	105	1	0	96	9999	99:99	0	0	27612	9	98	98	98	98	98	98	98	98	98	98	98	43	9	0
811004223	2	82	881	2000	68	68	999999	0	0	99	1FUYDSEB1Y	88	3	2001-03-01	0	0	FRHT	CON	2000	FLD	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	40	105	1	0	96	9999	99:99	0	0	32937	1	98	98	98	98	98	98	98	98	98	98	98	43	9	0
811004302	1	85	881	2001	61	60	999999	0	999999	0	1NKWLTEX51	88	3	2001-04-01	2	2	KW	CON	2001	W90	TM	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	72	72	1	0	96	9999	99:99	0	0	27703	2	98	98	98	98	98	98	98	98	98	98	98	43	9	127.503
811004322	1	12	4	1989	4	4	1607	2	0	1	1FAPP6041K	0	3	2001-04-01	4	4	FORD	THU	1989	888	2D	None/not available	Power sun/moon roof	Unknown	N	N	Unknown	F	Gas	0	Passenger Vehicle	999	Not available	3542	88888887	85	72	1	0	0	0	99:99	4	0	20886	1	98	98	98	98	98	98	98	98	98	98	98	43	9	59.006
811004322	2	87	881	1999	61	60	999999	0	0	99	1NPALUEX8X	88	3	2001-04-01	0	0	9999999999	9999999999	9999	999	9999999999	Unknown	Unknown	Unknown	9	9	Unknown	999	Unknown	0	Unknown	999	Unknown	9999	88888887	76	72	1	0	97	9999	99:99	0	0	27502	2	98	98	98	98	98	98	98	98	98	98	98	43	9	59.006
811004322	3	98	898	1999	63	60	999999	0	999999	0	1A9TAC6M6X	88	3	2001-04-01	0	0	9999999999	9999999999	1999	888	9999999999	Unknown	Unknown	Unknown	8	8	No restraint information available	888	Unknown	0	Unknown	999	Unknown	9999	88888887	69	72	1	0	97	9999	99:99	0	0	27546	2	98	98	98	98	98	98	98	98	98	98	98	43	9	59.006
811004362	1	85	881	1987	68	68	7258	99	999999	0	1NKDL29X3H	88	3	2001-04-01	3	3	KW	CON	1987	T80	TM	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	92	89	1	0	96	9999	99:99	0	0	27557	2	98	98	98	98	98	98	98	98	98	98	98	43	9	205.616
811004363	1	38	882	1997	63	60	999999	0	999999	0	JALC4B1K5V	88	3	2001-04-01	1	0	ISU	NPR	1997	NPR	TB	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	4	Truck	42	Unknown	9999	88888887	72	72	1	0	96	9999	99:99	0	0	27616	1	98	98	98	98	98	98	98	98	98	98	98	43	9	205.616
811004363	2	18	10	1993	4	3	1506	2	999999	0	2G4WF54LXP	0	2	2001-05-01	3	3	BUIC	RGS	1993	888	4D	None/not available	Power sun/moon roof	Unknown	Y	N	Passive (automatic) belts	F	Gas	0	Passenger Vehicle	999	Not available	3388	88888887	24	72	1	0	96	9999	99:99	0	0	27587	1	98	98	98	98	98	98	98	98	98	98	98	43	9	205.616
811004502	1	12	481	1988	31	31	1694	4	0	1	1FTDF15Y2J	0	3	2001-05-01	2	2	FORD	COF	1988	F15	PK	None/not available	Unknown	Unknown	8	8	Unknown	888	Gas	1	Truck	42	Not available	9999	88888887	24	72	1	0	96	9999	99:99	0	0	27604	2	88	0	88	4	88	4	1	88	88	88	88	43	9	127.503
811004502	2	87	881	1998	68	68	6267	99	0	99	1XPCD69X0W	88	3	2001-05-01	0	0	PTRB	CON	1998	377	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	72	72	1	0	96	9999	97:97	0	0	37312	1	88	2	88	0	88	2	0	88	1	6	1	43	9	127.503
811004542	1	9	19	1994	4	2	1269	2	0	1	3P3AA4634R	0	2	2001-06-01	2	2	PLYM	ACC	1994	888	4D	None/not available	Unknown	Unknown	Y	N	Driver front air bag/passenger side passive belt	F	Gas	0	Passenger Vehicle	999	Not available	2751	88888887	105	105	1	0	96	9999	99:99	0	0	28666	1	98	98	98	98	98	98	98	98	98	98	98	43	9	127.503
811004542	2	82	881	2001	68	68	7711	99	0	99	1FUJBBBG01	88	3	2001-06-01	0	0	FRHT	CON	2001	ST2	DS	Unknown	Unknown	Unknown	8	8	No restraint information available	888	Diesel	8	Truck	64	Unknown	9999	88888887	105	105	1	0	96	9999	99:99	0	0	27360	1	88	88	88	88	88	0	88	88	0	3	1	43	9	127.503
811004602	1	20	9	1986	2	2	1342	99	999999	0	1G1FP87S1G	0	2	2001-06-01	4	4	CHEV	CAM	1986	888	CP	None/not available	Removable panels	Unknown	N	N	Active (manual) belts	F	Gas	0	Passenger Vehicle	999	Not available	2909	88888887	80	105	1	0	96	9999	99:99	0	0	25428	1	98	98	98	98	98	98	98	98	98	98	98	43	9	59.006
811004602	2	84	881	1992	68	68	999999	0	999999	0	1HSHGLKR4N	88	3	2001-06-01	0	0	INTL	80S	1992	820	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	105	105	1	0	96	9999	99:99	0	0	27603	1	98	98	98	98	98	98	98	98	98	98	98	43	9	59.006
811004822	1	35	32	1992	3	1	1220	2	9	1	JN1MS36P8N	0	2	2001-08-01	2	3	NISS	240	1992	888	2H	None/not available	Manual sun/ moon roof	Power sun/moon roof	N	N	Passive (automatic) belts	F	Gas	0	Passenger Vehicle	999	Not available	2730	88888887	32	72	1	0	96	9999	99:99	0	0	27501	3	88	0	88	5	88	5	0	88	88	88	88	43	9	205.616
811004822	2	85	881	1989	68	68	7258	99	10402	99	1NKDL29X2K	88	3	2001-08-01	0	0	KW	CON	1989	T80	TM	Unknown	Unknown	Unknown	8	8	No restraint information available	888	Diesel	8	Truck	64	Unknown	9999	88888887	45	72	1	0	96	9999	99:99	0	0	27542	1	98	98	98	98	98	98	98	98	98	98	98	43	9	205.616
811004905	1	49	40	1991	4	2	1220	2	0	1	4T1SV21E7M	0	3	2001-09-01	4	4	TOYT	CMD	1991	888	4D	None/not available	Unknown	Unknown	Y	N	Passive (automatic) belts	F	Gas	0	Passenger Vehicle	999	Not available	2734	88888887	16	40	1	0	0	0	99:99	3	0	27615	1	98	98	98	98	98	98	98	98	98	98	98	43	9	59.006
811004905	2	84	881	1996	61	60	14742	99	999999	0	1HTGGADR2T	88	3	2001-09-01	0	0	INTL	20S	1996	257	TM	Unknown	Unknown	Unknown	8	8	No restraint information available	888	Diesel	8	Truck	64	Unknown	9999	88888887	64	72	1	0	96	9999	97:97	0	0	27520	1	88	0	88	0	88	0	1	88	1	98	98	43	9	59.006
811005022	1	49	32	1998	4	1	1095	2	0	2	2T1BR18E0W	0	2	2001-10-01	1	2	TOYT	UVL	1998	888	4D	None/not available	Power sun/moon roof	Unknown	Y	N	Dual air bags front and sides/active belts	F	Gas	0	Passenger Vehicle	999	Standard	2414	88888887	72	89	1	0	96	9999	99:99	0	0	27520	1	88	0	88	3	88	3	0	88	88	88	88	43	9	127.503
811005022	2	38	881	1999	62	60	999999	0	999999	0	JALC4B141X	88	3	2001-10-01	1	2	ISU	NPR	1999	NPR	TB	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	4	Truck	42	Unknown	9999	88888887	16	89	1	0	96	9999	97:97	0	0	27520	1	88	88	88	88	88	0	88	88	98	98	98	43	9	127.503
811005122	1	37	32	1984	3	1	992	2	0	2	1HGAD5333E	0	2	2001-11-01	2	3	HOND	UAL	1984	888	2H	Unknown	Unknown	Unknown	8	8	Unknown	3	Gas	0	Passenger Vehicle	999	Unknown	2235	88888887	89	89	1	0	96	9999	99:99	0	0	27604	2	88	0	88	0	88	4	3	88	88	88	88	43	9	0
811005122	2	12	881	1997	68	68	7559	99	19305	99	1FTYY95S7V	88	3	2001-11-01	0	0	FORD	COL	1997	TA9	TM	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	0	89	1	0	96	9999	99:99	0	0	1	7	88	88	88	88	88	88	88	88	88	88	88	43	9	0
811005222	1	7	472	1995	30	30	1566	4	0	1	1B7GL23Y9S	0	2	2001-12-01	3	3	DODG	DAK	1995	DAK	PC	None/not available	Unknown	Unknown	8	8	Driver front air bag/passenger side active belt	888	Gas	1	Truck	42	Not available	9999	88888887	72	72	1	0	96	9999	99:99	0	0	27545	1	88	0	88	0	88	0	1	88	88	88	88	43	9	205.616
811005222	2	86	881	1988	67	67	7258	99	0	99	1M2N187Y6J	88	3	2002-01-01	0	0	MACK	600	1988	R60	DS	Unknown	Unknown	Unknown	8	8	No restraint information available	888	Diesel	8	Truck	64	Unknown	9999	88888887	72	72	1	0	96	9999	97:97	0	0	27591	2	88	1	88	2	88	3	9	88	2	4	0	43	9	205.616
811005442	1	85	881	1993	68	68	7258	99	19051	99	1XKAD69X3P	88	2	2002-02-01	1	2	KW	CON	1993	T60	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	64	40	1	0	96	9999	97:97	0	0	27343	2	88	0	88	0	88	0	1	88	1	6	0	43	9	127.503
811005482	1	12	4	1993	2	4	1628	4	0	1	1FAPP6244P	0	2	2002-03-01	2	3	FORD	THL	1993	888	2D	None/not available	Power sun/moon roof	Unknown	N	N	Unknown	F	Gas	0	Passenger Vehicle	999	Not available	3566	88888887	89	72	1	0	96	9999	99:99	0	0	27581	1	98	98	98	98	98	98	98	98	98	98	98	43	9	205.616
811005482	2	84	881	1997	61	60	5897	99	3039	99	1HTSDAAN7V	88	3	2002-02-01	1	0	INTL	40S	1997	490	CC	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	7	Truck	42	Unknown	9999	88888887	24	24	1	0	96	9999	97:97	0	0	27502	1	88	0	88	1	88	1	5	88	0	3	0	43	9	205.616
811005582	1	82	881	2000	68	68	6332	99	4082	99	1FUPDWEB4Y	88	3	2002-04-01	1	2	FRHT	CON	2000	FLD	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	80	72	1	0	96	9999	97:97	0	0	27030	1	88	0	88	0	88	0	1	88	1	5	3	43	9	127.503
811005648	1	49	40	1995	4	2	1330	2	0	1	4T1SK11E7S	0	2	2002-04-01	2	2	TOYT	CAX	1995	888	4D	None/not available	Unknown	Unknown	Y	N	Dual front air bags/active belts	F	Gas	0	Passenger Vehicle	999	Not available	2932	88888887	24	89	1	0	96	9999	99:99	0	0	27520	1	88	0	88	0	88	0	1	88	88	88	88	43	9	127.503
811005648	2	37	399	2002	9	9	999999	0	999999	0	1HGC1G5022	0	0	8888-88-88	0	2	9999999999	9999999999	9999	999	9999999999	Unknown	Unknown	Unknown	9	9	Unknown	999	Unknown	0	Unknown	999	Unknown	9999	88888887	16	89	1	0	96	9999	99:99	0	0	28557	9	98	98	98	98	98	98	98	98	98	98	98	43	9	127.503
811005648	3	20	882	1999	61	60	4082	99	0	99	4KBC4B1R3X	88	3	2002-04-01	1	0	CHEV	450	1999	W45	TB	Unknown	Unknown	Unknown	8	8	Unknown	888	Gas	4	Truck	42	Unknown	9999	88888887	56	89	1	0	96	9999	97:97	0	0	27243	1	88	0	88	2	88	2	16	88	0	7	0	43	9	127.503
811005662	1	12	481	1993	31	31	2140	2	999999	0	1FTHX25MXP	0	2	2002-04-01	2	2	FORD	COF	1993	F25	PS	None/not available	Unknown	Unknown	8	8	Unknown	888	Diesel	2	Truck	42	Not available	9999	88888887	64	72	1	0	96	9999	99:99	0	0	27610	2	98	98	98	98	98	98	98	98	98	98	98	43	9	127.503
811005662	2	12	881	1995	61	60	3039	99	999999	0	1FDNF80C7S	88	3	2002-04-01	1	2	FORD	MHV	1995	F80	CC	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	6	Truck	42	Unknown	9999	88888887	64	72	1	0	96	9999	97:97	0	0	27597	1	88	0	88	3	88	3	0	88	0	6	0	43	9	127.503
811005663	1	12	17	1997	4	3	1510	8	0	1	1FALP52U4V	0	2	2002-04-01	2	2	FORD	TAG	1997	888	4D	None/not available	Unknown	Unknown	Y	N	Unknown	F	Gas	0	Passenger Vehicle	999	Optional	3329	88888887	16	72	1	0	96	9999	97:97	0	0	27609	2	88	0	88	6	88	6	3	88	88	88	88	43	9	127.503
811005663	2	51	881	1998	68	68	6726	99	999999	0	4VGJDEPF7W	88	3	2002-04-01	0	0	VOLV	WCN	1998	WGM	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	32	56	1	0	96	9999	97:97	0	0	27284	2	88	0	88	0	88	0	4	88	1	98	98	43	9	127.503
811005762	1	12	3	1996	1	2	1562	2	0	1	1FALP45X6T	0	2	2002-06-01	2	2	FORD	MGT	1996	888	CV	None/not available	Unknown	Unknown	N	N	Unknown	F	Gas	0	Passenger Vehicle	999	Not available	3468	88888887	16	72	1	0	96	9999	99:99	0	0	27606	1	88	0	88	0	88	0	2	88	88	88	88	43	9	127.503
811005762	2	87	881	1986	68	68	8165	99	4536	99	1XP9DB9X9G	88	3	2002-05-01	0	0	PTRB	CON	1986	359	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	64	72	1	0	96	9999	97:97	0	0	28146	1	88	3	88	1	88	4	2	88	1	8	1	43	9	127.503
811005802	1	84	881	1990	63	60	6014	99	0	99	1HTGGGHT8L	88	3	2002-05-01	1	2	INTL	20S	1990	257	TM	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	97	105	1	0	96	9999	97:97	0	0	27616	2	98	98	98	98	98	98	98	98	98	98	98	43	9	127.503
811005862	1	35	471	1995	30	30	1276	4	0	1	1N6SD11S9S	0	3	2002-06-01	3	2	NISS	TRK	1995	EXE	PK	None/not available	Unknown	Unknown	8	8	Active (manual) belts	888	Gas	1	Truck	42	Not available	9999	88888887	80	89	1	0	96	9999	97:97	0	0	27529	1	88	0	88	10	88	10	2	88	88	88	88	43	9	127.503
811005862	2	82	881	1999	68	68	6459	99	27216	99	1FUYSSEB8X	88	3	2002-06-01	0	0	FRHT	CON	1999	FC2	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	80	89	1	0	96	9999	97:97	0	0	36203	1	88	1	88	2	88	3	6	88	1	2	0	43	9	127.503
811005862	3	12	881	1995	63	60	6074	99	999999	0	1FDYU90T7S	88	3	2002-06-01	0	0	FORD	COL	1995	LT9	TM	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	80	89	1	0	96	9999	97:97	0	0	27520	1	88	0	88	0	88	0	2	88	1	1	1	43	9	127.503
811005902	1	12	3	1998	2	2	1390	2	0	2	1FAFP4045W	0	2	2002-07-01	2	2	FORD	MUS	1998	888	CP	None/not available	Unknown	Unknown	N	N	Unknown	F	Gas	0	Passenger Vehicle	999	Not available	3065	88888887	105	105	1	0	96	9999	97:97	0	0	27604	2	98	98	98	98	98	98	98	98	98	98	98	43	9	127.503
811005902	2	82	881	2000	68	68	7258	99	2381	99	1FUYDWEB1Y	88	3	2002-06-01	0	0	FRHT	CON	2000	FLD	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	105	105	1	0	96	9999	97:97	0	0	27504	1	88	0	88	2	88	2	0	88	1	3	1	43	9	127.503
811006042	1	22	441	1992	20	20	1635	2	7	1	1GMDU06L7N	0	3	2002-08-01	3	3	PONT	TSP	1992	TSP	SV	None/not available	Unknown	Unknown	8	8	Active (manual) belts	888	Gas	1	Truck	42	Not available	9999	88888887	32	89	1	0	96	9999	97:97	0	0	27616	2	98	98	98	98	98	98	98	98	98	98	98	43	9	205.616
811006042	2	51	881	1997	68	68	7023	99	0	99	4VGWDAJH4V	88	2	2002-07-01	0	2	VOLV	ARO	1997	WIA	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	89	89	1	0	96	9999	97:97	0	0	27603	2	88	0	88	0	88	0	11	88	1	2	1	43	9	205.616
811006088	1	18	2	1991	4	4	1483	2	0	8	1G4HP54C8M	0	3	2002-09-01	3	4	BUIC	LCF	1991	888	4D	None/not available	Manual sun/ moon roof	Unknown	Y	N	Passive (automatic) belts	F	Gas	0	Passenger Vehicle	999	Not available	3174	88888887	72	72	1	0	0	0	00:41	3	0	27606	1	98	98	98	98	98	98	98	98	98	98	98	43	9	59.006
811006088	2	86	881	1996	61	60	7041	99	999999	0	1M2P264C8T	88	2	2002-08-01	0	0	MACK	600	1996	RD6	TM	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	72	72	1	0	96	9999	97:97	0	0	27603	1	88	0	88	1	88	1	0	88	1	98	98	43	9	59.006
811006089	1	12	481	1992	31	31	2368	4	68	1	1FTHX26MXN	0	2	2002-08-01	2	3	FORD	COF	1992	F25	PS	None/not available	Unknown	Unknown	8	8	Unknown	888	Diesel	2	Truck	44	Not available	9999	88888887	72	72	1	0	96	9999	97:97	0	0	27529	1	88	0	88	2	88	2	0	88	88	88	88	43	9	205.616
811006089	2	84	881	1982	63	60	6237	99	4536	99	1HTCA2557C	88	3	2002-08-01	1	2	INTL	SS	1982	554	CC	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	7	Truck	42	Unknown	9999	88888887	89	72	1	0	96	9999	97:97	0	0	27597	2	1	0	88	4	1	4	5	88	1	98	98	43	9	205.616
811006142	1	48	34	1990	4	2	1180	2	0	2	4S3BC6324L	0	2	2002-08-01	2	2	SUBA	LGL	1990	888	4D	None/not available	Unknown	Unknown	Y	N	Passive (automatic) belts	F	Gas	0	Passenger Vehicle	999	Not available	2650	88888887	97	97	1	0	96	9999	97:97	0	0	27511	2	88	0	88	2	88	2	12	88	88	88	88	43	9	127.503
811006142	2	85	883	1983	68	68	6334	99	0	99	1XKKD28X3D	88	3	2002-08-01	0	0	KW	COE	1983	K10	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	999	Unknown	9999	88888887	97	97	1	0	96	9999	97:97	0	0	27330	2	88	2	88	3	88	5	14	88	0	18	2	43	9	127.503
811006242	1	82	881	1997	68	68	999999	0	999999	0	9999999999	88	2	2002-09-01	0	0	9999999999	9999999999	9999	999	9999999999	Unknown	Unknown	Unknown	9	9	Unknown	999	Unknown	0	Unknown	999	Unknown	9999	88888887	80	89	1	0	96	9999	97:97	0	0	27320	1	98	98	98	98	98	98	98	98	98	98	98	43	9	59.006
811006282	1	12	16	1993	4	5	1713	2	0	99	9999999999	0	0	8888-88-88	0	0	9999999999	9999999999	9999	999	9999999999	Unknown	Unknown	Unknown	9	9	Unknown	999	Unknown	0	Unknown	999	Unknown	9999	88888887	97	97	1	0	96	9999	97:97	0	0	27610	3	98	98	98	98	98	98	98	98	98	98	98	43	9	127.503
