CaseID	Stratum	EventSequence	VehicleNumber	ClassVehicle	DamageArea	EVEObjectContact	ClassVehicle2	DamageArea2	PSU	PSUStrata	RATWeight
818005032	J	2	1	30	F	56	0	0	75	11	67.552
818005032	J	3	1	30	F	2	14	F	75	11	67.552
818005112	B	1	1	16	T	31	0	N	75	11	24.292
818005112	B	2	2	14	L	79	0	0	75	11	24.292
818005112	B	3	1	16	R	3	68	L	75	11	24.292
818005112	B	4	3	68	F	56	0	0	75	11	24.292
818005112	B	5	3	68	F	42	0	0	75	11	24.292
818005112	B	6	3	68	F	44	0	0	75	11	24.292
818005452	S	1	1	68	L	31	0	N	75	11	127.287
818005452	S	2	1	68	L	54	0	0	75	11	127.287
818005492	S	1	1	3	F	2	68	R	75	11	127.287
818005532	S	1	1	3	B	2	68	F	75	11	127.287
818005552	S	1	1	3	R	3	60	F	75	11	67.552
818005552	S	2	2	2	L	3	60	F	75	11	67.552
818005552	S	3	3	60	F	52	0	0	75	11	67.552
818005572	S	1	1	3	L	2	60	F	75	11	127.287
818005755	S	1	1	1	F	2	68	B	75	11	67.552
818005852	S	1	1	5	F	2	68	F	75	11	67.552
818005872	J	1	1	5	F	2	68	B	75	11	67.552
818005896	K	1	1	14	F	2	68	R	75	11	67.552
818005952	S	1	3	68	L	64	0	0	75	11	127.287
818005952	S	2	3	68	F	50	0	0	75	11	127.287
818005952	S	3	3	68	F	56	0	0	75	11	127.287
818005952	S	4	2	68	L	3	68	F	75	11	127.287
818005952	S	5	1	3	F	3	68	R	75	11	127.287
818005952	S	6	3	68	N	34	0	N	75	11	127.287
818005952	S	7	3	68	R	58	0	0	75	11	127.287
818005992	S	1	1	68	L	31	0	N	75	11	127.287
818005992	S	2	1	68	L	63	0	0	75	11	127.287
818006053	S	1	1	14	B	6	68	F	75	11	127.287
818006053	S	2	1	14	F	2	30	B	75	11	127.287
818006053	S	3	2	30	F	3	1	B	75	11	127.287
818006053	S	4	4	15	B	6	68	F	75	11	127.287
818006053	S	5	1	14	R	4	15	L	75	11	127.287
818006053	S	6	4	15	F	5	68	L	75	11	127.287
818006053	S	7	4	15	R	5	68	L	75	11	127.287
818006053	S	8	1	14	F	2	30	R	75	11	127.287
818006132	S	1	1	14	R	2	68	F	75	11	127.287
818006132	S	2	1	14	F	56	0	0	75	11	127.287
818006172	S	1	1	30	F	2	68	B	75	11	127.287
818006196	S	1	1	4	R	58	0	0	75	11	0
818006196	S	2	1	4	F	2	68	L	75	11	0
818006196	S	3	1	4	F	58	0	0	75	11	0
818006273	S	1	1	3	F	2	68	L	75	11	67.552
819003346	S	1	1	68	T	42	0	0	76	12	0
819003346	S	2	1	68	T	31	0	N	76	12	0
819003405	S	1	1	3	B	2	68	U	76	12	0
819003405	S	2	1	3	R	2	68	R	76	12	0
819003448	S	1	1	21	F	2	68	B	76	12	0
819003588	S	1	1	2	R	2	60	F	76	12	0
819003588	S	2	1	2	U	61	0	0	76	12	0
819003605	S	1	1	68	9	31	0	N	76	12	0
819003605	S	2	1	68	N	33	0	N	76	12	0
819003685	S	1	1	2	L	2	68	F	76	12	0
819003685	S	2	1	2	L	2	68	R	76	12	0
819003865	S	1	1	60	F	44	0	0	76	12	179.933
819003865	S	2	1	60	9	45	0	0	76	12	179.933
819003865	S	3	1	60	9	45	0	0	76	12	179.933
819003865	S	4	1	60	T	31	0	N	76	12	179.933
819004045	S	1	1	68	R	31	0	N	76	12	339.044
819004145	S	1	1	1	F	2	68	B	76	12	339.044
819004185	S	1	1	68	L	31	0	N	76	12	179.933
819004185	S	2	1	68	F	56	0	0	76	12	179.933
819004325	S	1	1	2	F	2	2	F	76	12	64.704
819004325	S	2	1	2	L	4	68	F	76	12	64.704
819004325	S	3	2	2	L	3	68	L	76	12	64.704
819004345	S	1	1	68	F	44	0	0	76	12	179.933
819004425	S	1	1	68	R	31	0	N	76	12	339.044
819004425	S	2	1	68	T	44	0	0	76	12	339.044
819004445	S	1	1	20	F	2	14	B	76	12	179.933
819004445	S	2	1	20	F	3	31	R	76	12	179.933
819004445	S	3	2	14	F	4	68	B	76	12	179.933
819004445	S	4	3	31	F	4	68	L	76	12	179.933
819004525	S	1	1	2	F	2	68	L	76	12	64.704
819004525	S	2	1	2	F	56	0	0	76	12	64.704
819004625	S	1	1	31	F	54	0	0	76	12	339.044
819004625	S	2	1	31	T	31	0	N	76	12	339.044
819004625	S	3	1	31	F	2	68	L	76	12	339.044
819004665	S	1	1	3	F	2	3	L	76	12	64.704
819004665	S	2	1	3	F	3	68	F	76	12	64.704
819004665	S	3	1	3	N	33	0	N	76	12	64.704
819004665	S	4	3	68	N	35	0	N	76	12	64.704
819004666	S	1	1	60	R	31	0	N	76	12	179.933
819004666	S	2	1	60	F	56	0	0	76	12	179.933
819004765	S	1	1	68	T	31	0	N	76	12	179.933
819004765	S	2	1	68	F	56	0	0	76	12	179.933
819005086	S	1	1	68	L	31	0	N	76	12	179.933
819005086	S	2	1	68	T	56	0	0	76	12	179.933
819005325	S	1	1	68	L	31	0	N	76	12	339.044
819005325	S	2	1	68	T	56	0	0	76	12	339.044
819005385	J	1	1	31	B	4	68	F	76	12	179.933
819005385	J	2	1	31	F	5	67	D	76	12	179.933
819005385	J	3	1	31	B	4	68	F	76	12	179.933
819005385	J	4	1	31	B	54	0	0	76	12	179.933
819005385	J	5	1	31	L	2	31	F	76	12	179.933
819005385	J	6	1	31	R	5	67	L	76	12	179.933
819005385	J	7	1	31	R	4	68	L	76	12	179.933
819005385	J	8	3	16	F	1	31	R	76	12	179.933
819005385	J	9	1	31	R	3	16	L	76	12	179.933
819005385	J	10	4	68	F	5	67	D	76	12	179.933
819005527	S	1	1	68	L	31	0	N	76	12	339.044
819005527	S	2	1	68	T	56	0	0	76	12	339.044
819005585	S	1	1	68	F	56	0	0	76	12	339.044
819005585	S	2	1	68	R	31	0	N	76	12	339.044
819005585	S	3	1	68	N	33	0	N	76	12	339.044
819005627	S	1	1	68	R	31	0	N	76	12	339.044
819005627	S	2	1	68	T	56	0	0	76	12	339.044
819005627	S	3	1	68	T	45	0	0	76	12	339.044
819005645	S	1	1	31	F	2	68	F	76	12	64.704
819005645	S	2	1	31	B	57	0	0	76	12	64.704
819005808	S	1	1	68	L	31	0	N	76	12	179.933
819005865	S	1	1	68	L	31	0	N	76	12	339.044
819005865	S	2	1	68	T	56	0	0	76	12	339.044
819006025	F	1	1	2	F	3	68	L	76	12	179.933
819006025	F	2	2	2	L	79	0	0	76	12	179.933
819006065	S	1	1	68	R	31	0	N	76	12	179.933
819006065	S	2	1	68	T	56	0	0	76	12	179.933
819006125	S	1	1	68	T	31	0	N	76	12	339.044
819006126	S	1	1	68	F	57	0	0	76	12	339.044
819006126	S	2	1	68	F	60	0	0	76	12	339.044
820003685	S	1	1	68	F	73	0	0	78	12	0
820003685	S	2	1	68	U	61	0	0	78	12	0
820003685	S	3	1	68	N	34	0	N	78	12	0
820003685	S	4	1	68	U	88	0	0	78	12	0
820003685	S	5	1	68	F	57	0	0	78	12	0
820003686	S	1	1	2	F	2	2	L	78	12	0
820003686	S	2	1	2	L	56	0	0	78	12	0
820003686	S	3	1	2	F	3	68	F	78	12	0
820003686	S	4	3	68	F	56	0	0	78	12	0
820003742	S	1	1	68	F	61	0	0	78	12	138.103
820003742	S	2	1	68	U	42	0	0	78	12	138.103
820003742	S	3	1	68	U	61	0	0	78	12	138.103
820003765	S	1	1	1	F	2	68	F	78	12	49.662
820003765	S	2	2	68	N	33	0	N	78	12	49.662
820003765	S	3	1	1	N	33	0	N	78	12	49.662
820003922	S	1	1	3	L	2	68	F	78	12	49.662
820003922	S	2	2	68	R	31	0	N	78	12	49.662
820003922	S	3	1	3	N	33	0	N	78	12	49.662
820003962	S	1	1	68	T	31	0	N	78	12	260.223
820003982	S	1	1	68	R	31	0	N	78	12	260.223
820003982	S	2	1	68	N	33	0	N	78	12	260.223
820004042	S	1	1	68	F	44	0	0	78	12	138.103
820004043	S	1	1	5	L	2	68	F	78	12	138.103
820004043	S	2	1	5	L	2	68	R	78	12	138.103
820004062	S	1	1	3	F	2	68	R	78	12	138.103
820004222	S	1	1	68	F	76	0	0	78	12	260.223
820004222	S	2	1	68	T	31	0	N	78	12	260.223
820004382	S	1	1	68	T	31	0	N	78	12	49.662
820004422	S	1	1	68	L	31	0	N	78	12	260.223
820004462	S	1	1	68	R	77	0	0	78	12	49.662
820004462	S	2	1	68	F	61	0	0	78	12	49.662
820004482	S	1	1	58	F	2	68	B	78	12	138.103
820004643	S	1	1	68	L	31	0	N	78	12	260.223
820004643	S	2	1	68	N	34	0	N	78	12	260.223
820004783	S	1	1	68	L	31	0	N	78	12	138.103
820004783	S	2	1	68	N	33	0	N	78	12	138.103
820004822	A	1	1	31	L	2	68	F	78	12	49.662
820004862	S	1	1	68	R	2	68	F	78	12	49.662
820004862	S	2	2	68	N	34	0	N	78	12	49.662
820004862	S	3	1	68	L	50	0	0	78	12	49.662
820004862	S	4	1	68	L	61	0	0	78	12	49.662
820004962	S	1	1	31	F	3	60	B	78	12	138.103
820004962	S	2	1	31	L	2	31	F	78	12	138.103
820004962	S	3	1	31	F	56	0	0	78	12	138.103
820004962	S	4	2	31	L	56	0	0	78	12	138.103
820004962	S	5	1	31	N	33	0	N	78	12	138.103
820004963	S	1	1	68	R	64	0	0	78	12	260.223
820004963	S	2	1	68	N	34	0	N	78	12	260.223
820004963	S	3	1	68	L	61	0	0	78	12	260.223
820005022	S	1	1	68	F	2	68	B	78	12	260.223
820005022	S	2	2	68	N	35	0	N	78	12	260.223
820005082	S	1	1	2	F	2	68	B	78	12	138.103
820005102	S	1	1	21	B	2	68	F	78	12	49.662
820005102	S	2	1	21	F	64	0	0	78	12	49.662
820005102	S	3	1	21	F	56	0	0	78	12	49.662
820005202	S	1	1	1	F	2	60	F	78	12	49.662
820005202	S	2	1	1	N	33	0	N	78	12	49.662
820005442	S	1	1	2	F	2	68	R	78	12	49.662
820005502	D	1	1	45	L	2	1	B	78	12	260.223
820005502	D	2	1	45	F	3	68	L	78	12	260.223
820005722	S	1	1	68	L	2	60	F	78	12	138.103
820005722	S	2	1	68	L	2	60	F	78	12	138.103
820005722	S	3	1	68	L	79	0	0	78	12	138.103
820005722	S	4	1	68	F	68	0	0	78	12	138.103
820005922	J	1	1	14	F	2	68	L	78	12	138.103
820005922	J	2	1	14	B	2	68	L	78	12	138.103
820005922	J	3	2	68	T	31	0	N	78	12	138.103
820005942	S	1	1	3	F	2	68	B	78	12	260.223
820006002	S	1	1	3	F	2	68	R	78	12	49.662
820006002	S	2	1	3	N	33	0	N	78	12	49.662
820006002	S	3	2	68	N	33	0	N	78	12	49.662
820006003	S	1	1	1	L	2	68	R	78	12	138.103
820006003	S	2	1	1	L	2	68	R	78	12	138.103
820006003	S	3	1	1	T	31	0	N	78	12	138.103
820006082	S	1	1	2	F	3	68	L	78	12	138.103
820006082	S	2	1	2	F	2	31	L	78	12	138.103
820006082	S	3	1	2	F	70	0	0	78	12	138.103
820006142	S	1	1	30	B	3	60	F	78	12	49.662
820006142	S	2	1	30	R	2	20	F	78	12	49.662
820006162	S	1	1	68	F	60	0	0	78	12	260.223
820006182	B	1	1	3	F	2	68	L	78	12	49.662
820006202	S	1	1	31	L	2	68	F	78	12	260.223
820006242	B	1	1	31	F	2	68	L	78	12	49.662
820006242	B	2	1	31	R	2	68	L	78	12	49.662
820006242	B	3	1	31	N	33	0	N	78	12	49.662
820006242	B	4	2	68	L	31	0	N	78	12	49.662
820006265	S	1	1	3	B	2	68	F	78	12	138.103
820006265	S	2	1	3	R	56	0	0	78	12	138.103
820006282	S	1	1	60	T	31	0	N	78	12	138.103
820006282	S	2	1	60	R	50	0	0	78	12	138.103
820006302	B	1	3	68	F	1	3	B	78	12	49.662
820006302	B	2	3	68	F	2	2	B	78	12	49.662
820006302	B	3	2	2	F	99	0	0	78	12	49.662
820006362	S	1	1	15	F	2	68	F	78	12	49.662
820006362	S	2	2	68	L	31	0	N	78	12	49.662
820006362	S	3	2	68	T	57	0	0	78	12	49.662
820006362	S	4	2	68	N	33	0	N	78	12	49.662
821003690	S	1	2	60	F	1	2	B	79	10	0
821003708	S	1	1	1	F	88	0	0	79	10	12.701
821003708	S	2	1	1	F	2	68	L	79	10	12.701
821003708	S	3	1	1	R	2	68	L	79	10	12.701
821003807	S	1	2	80	F	1	68	F	79	10	2.424
821003807	S	2	1	68	U	75	0	0	79	10	2.424
821003827	S	1	1	14	F	2	68	B	79	10	0
821003827	S	2	1	14	R	2	68	B	79	10	0
821003867	S	1	2	68	N	34	0	N	79	10	12.701
821003867	S	2	2	68	F	54	0	0	79	10	12.701
821003867	S	3	1	31	F	2	68	L	79	10	12.701
821003908	S	1	4	60	F	3	60	B	79	10	6.74
821003908	S	2	3	60	F	1	1	B	79	10	6.74
821003908	S	3	3	60	F	54	0	0	79	10	6.74
821003908	S	4	3	60	F	2	80	B	79	10	6.74
821003908	S	5	3	60	F	54	0	0	79	10	6.74
821003909	S	1	3	68	N	34	0	N	79	10	2.424
821003909	S	2	3	68	F	1	3	R	79	10	2.424
821003909	S	3	1	3	L	54	0	0	79	10	2.424
821003909	S	4	3	68	L	2	3	F	79	10	2.424
821003909	S	5	2	3	F	54	0	0	79	10	2.424
821003909	S	6	3	68	F	1	3	R	79	10	2.424
821003909	S	7	1	3	N	33	0	N	79	10	2.424
821003909	S	8	3	68	N	33	0	N	79	10	2.424
821003910	S	1	1	9	F	54	0	0	79	10	12.701
821003910	S	2	1	9	R	31	0	N	79	10	12.701
821003910	S	3	2	68	F	54	0	0	79	10	12.701
821003910	S	4	2	68	L	1	9	T	79	10	12.701
821003947	S	1	1	67	F	54	0	0	79	10	2.424
821003947	S	2	1	67	F	54	0	0	79	10	2.424
821003947	S	3	1	67	F	54	0	0	79	10	2.424
821004027	S	1	2	14	F	3	60	B	79	10	2.424
821004027	S	2	1	3	F	2	14	L	79	10	2.424
821004027	S	3	2	14	R	58	0	0	79	10	2.424
821004047	S	1	1	20	F	3	68	B	79	10	6.74
821004047	S	2	2	14	F	1	20	B	79	10	6.74
821004067	S	1	1	31	F	2	60	F	79	10	2.424
821004067	S	2	1	31	N	33	0	N	79	10	2.424
821004107	S	1	1	60	F	63	0	0	79	10	6.74
821004107	S	2	1	60	L	56	0	0	79	10	6.74
821004107	S	3	1	60	L	31	0	N	79	10	6.74
821004107	S	4	1	60	F	51	0	0	79	10	6.74
821004167	S	1	2	68	F	1	60	B	79	10	6.74
821004167	S	2	1	60	F	3	68	B	79	10	6.74
821004307	S	1	2	80	F	3	60	R	79	10	2.424
821004307	S	2	1	3	U	75	0	0	79	10	2.424
821004308	S	1	1	3	L	2	60	F	79	10	2.424
821004527	S	1	1	60	F	56	0	0	79	10	2.424
821004527	S	2	1	60	T	31	0	N	79	10	2.424
821004528	S	1	1	3	F	2	68	B	79	10	12.701
821004529	S	1	1	68	N	34	0	N	79	10	0
821004612	S	1	1	30	F	79	0	0	79	10	2.424
821004612	S	2	1	30	F	54	0	0	79	10	2.424
821004612	S	3	1	30	F	54	0	0	79	10	2.424
821004612	S	4	1	30	F	54	0	0	79	10	2.424
821004612	S	5	1	30	R	31	0	N	79	10	2.424
821004613	S	1	1	14	T	31	0	N	79	10	6.74
821004613	S	2	2	68	F	1	14	F	79	10	6.74
821004629	S	1	4	68	F	5	68	B	79	10	12.701
821004629	S	2	4	68	F	1	2	B	79	10	12.701
821004629	S	3	1	2	F	2	9	B	79	10	12.701
821004629	S	4	2	9	F	3	3	B	79	10	12.701
821004749	S	1	1	2	F	2	60	B	79	10	2.424
821004749	S	2	2	60	F	58	0	0	79	10	2.424
821004829	S	1	1	3	F	2	68	D	79	10	12.701
821004829	S	2	1	3	L	2	68	R	79	10	12.701
821004829	S	3	1	3	F	58	0	0	79	10	12.701
821004889	S	1	1	2	F	2	68	B	79	10	2.424
821004909	S	1	1	67	R	2	68	L	79	10	6.74
821004909	S	2	1	67	L	54	0	0	79	10	6.74
821004950	S	1	1	2	F	2	68	R	79	10	2.424
821004950	S	2	1	2	F	2	68	D	79	10	2.424
821004950	S	3	1	2	T	31	0	N	79	10	2.424
821005009	S	1	1	14	F	2	60	F	79	10	6.74
821005009	S	2	1	14	F	2	60	L	79	10	6.74
821005031	S	1	1	14	F	2	68	B	79	10	6.74
821005031	S	2	1	14	L	63	0	0	79	10	6.74
821005031	S	3	1	14	L	63	0	0	79	10	6.74
821005031	S	4	1	14	T	31	0	N	79	10	6.74
821005049	S	1	2	60	F	1	60	B	79	10	6.74
821005049	S	2	2	60	L	72	0	0	79	10	6.74
821005069	S	1	2	60	F	1	1	B	79	10	2.424
821005069	S	2	1	1	N	33	0	N	79	10	2.424
821005069	S	3	2	60	F	54	0	0	79	10	2.424
821005093	S	1	1	9	R	5	68	L	79	10	12.701
821005093	S	2	2	2	R	5	68	L	79	10	12.701
821005093	S	3	5	68	N	34	0	N	79	10	12.701
821005093	S	4	1	9	F	54	0	0	79	10	12.701
821005093	S	5	2	2	F	54	0	0	79	10	12.701
821005093	S	6	5	68	R	54	0	0	79	10	12.701
821005093	S	7	3	31	L	79	0	0	79	10	12.701
821005093	S	8	4	20	F	88	0	0	79	10	12.701
821005129	S	1	1	30	R	2	68	L	79	10	12.701
821005129	S	2	1	30	F	2	68	D	79	10	12.701
821005149	S	1	3	60	F	1	3	B	79	10	12.701
821005149	S	2	1	3	F	2	14	R	79	10	12.701
821005149	S	3	1	3	L	2	14	R	79	10	12.701
821005329	S	1	1	15	F	2	60	B	79	10	2.424
821005329	S	2	1	15	N	33	0	N	79	10	2.424
821005409	S	1	1	2	F	2	1	R	79	10	12.701
821005409	S	2	1	2	F	3	60	B	79	10	12.701
821005409	S	3	1	2	F	54	0	0	79	10	12.701
821005409	S	4	1	2	R	54	0	0	79	10	12.701
821005409	S	5	3	60	R	31	0	N	79	10	12.701
821005449	S	1	1	68	R	31	0	N	79	10	12.701
821005449	S	2	1	68	T	56	0	0	79	10	12.701
821005449	S	3	1	68	U	56	0	0	79	10	12.701
821005450	S	1	2	68	F	1	2	R	79	10	2.424
821005450	S	2	2	68	N	34	0	N	79	10	2.424
821005450	S	3	1	2	F	2	68	L	79	10	2.424
821005491	S	1	7	68	F	1	3	B	79	10	12.701
821005491	S	2	1	3	F	2	3	B	79	10	12.701
821005491	S	3	1	3	N	33	0	N	79	10	12.701
821005491	S	4	7	68	N	33	0	N	79	10	12.701
821005491	S	5	2	3	R	3	2	B	79	10	12.701
821005491	S	6	1	3	F	4	5	B	79	10	12.701
821005491	S	7	7	68	L	5	3	R	79	10	12.701
821005491	S	8	1	3	F	6	9	R	79	10	12.701
821005509	S	1	1	4	F	2	68	L	79	10	6.74
821005509	S	2	1	4	B	56	0	0	79	10	6.74
821005589	S	1	3	68	F	2	68	B	79	10	6.74
821005589	S	2	2	68	F	1	68	B	79	10	6.74
821005589	S	3	3	68	N	34	0	N	79	10	6.74
821005589	S	4	4	68	F	3	68	B	79	10	6.74
821005589	S	5	5	68	F	4	68	B	79	10	6.74
821005669	K	1	3	68	F	1	31	B	79	10	12.701
821005669	K	2	1	31	F	2	68	B	79	10	12.701
821005709	S	1	2	68	F	1	2	L	79	10	12.701
821005709	S	2	1	2	F	54	0	0	79	10	12.701
821005709	S	3	2	68	F	54	0	0	79	10	12.701
821005709	S	4	1	2	F	2	68	R	79	10	12.701
821005752	S	1	29	68	F	99	0	0	79	10	6.74
821005752	S	2	4	20	L	99	0	0	79	10	6.74
821005752	S	3	2	2	F	99	0	0	79	10	6.74
821005752	S	4	2	2	B	56	0	0	79	10	6.74
821005752	S	5	1	14	F	99	0	0	79	10	6.74
821005752	S	6	7	21	F	99	0	0	79	10	6.74
821005752	S	7	9	30	B	11	9	F	79	10	6.74
821005752	S	8	10	1	F	99	0	0	79	10	6.74
821005752	S	9	10	1	B	99	0	0	79	10	6.74
821005752	S	10	11	9	B	13	16	F	79	10	6.74
821005752	S	11	12	2	L	16	14	F	79	10	6.74
821005752	S	12	15	2	F	99	0	0	79	10	6.74
821005752	S	13	15	2	R	14	2	F	79	10	6.74
821005752	S	14	19	1	F	14	2	B	79	10	6.74
821005752	S	15	30	67	D	99	0	0	79	10	6.74
821005752	S	16	18	14	B	17	3	L	79	10	6.74
821005752	S	17	30	67	R	17	3	F	79	10	6.74
821005752	S	18	30	67	R	16	14	B	79	10	6.74
821005752	S	19	21	1	F	18	14	F	79	10	6.74
821005752	S	20	30	67	R	18	14	F	79	10	6.74
821005752	S	21	21	1	B	28	1	F	79	10	6.74
821005752	S	22	21	1	B	27	30	F	79	10	6.74
821005752	S	23	27	30	L	26	9	B	79	10	6.74
821005752	S	24	28	1	L	27	30	R	79	10	6.74
821005752	S	25	22	3	F	19	1	B	79	10	6.74
821005752	S	26	19	1	L	13	16	R	79	10	6.74
821005752	S	27	22	3	L	98	0	0	79	10	6.74
821005752	S	28	20	9	F	30	67	F	79	10	6.74
821005752	S	29	23	9	F	30	67	R	79	10	6.74
821005752	S	30	23	9	B	98	0	0	79	10	6.74
821005752	S	31	23	9	L	20	9	R	79	10	6.74
821005752	S	32	24	1	F	30	67	L	79	10	6.74
821005752	S	33	24	1	B	25	16	F	79	10	6.74
821005752	S	34	24	1	L	23	9	F	79	10	6.74
821005752	S	35	25	16	R	98	0	0	79	10	6.74
821005752	S	36	25	16	B	98	0	0	79	10	6.74
821005752	S	37	26	9	L	98	0	0	79	10	6.74
821005752	S	38	25	16	F	30	67	L	79	10	6.74
821005752	S	39	27	30	R	99	0	0	79	10	6.74
821005752	S	40	26	9	F	30	67	L	79	10	6.74
821005752	S	41	28	1	B	98	0	0	79	10	6.74
821005753	S	1	1	31	L	54	0	0	79	10	6.74
821005753	S	2	1	31	F	2	68	B	79	10	6.74
821005769	S	1	1	68	F	43	0	0	79	10	6.74
821005769	S	2	1	68	F	60	0	0	79	10	6.74
821005769	S	3	1	68	R	31	0	N	79	10	6.74
821005770	S	1	1	68	N	34	0	N	79	10	12.701
821005770	S	2	1	68	R	56	0	0	79	10	12.701
821005770	S	3	1	68	R	56	0	0	79	10	12.701
821005770	S	4	1	68	N	34	0	N	79	10	12.701
821005770	S	5	1	68	R	31	0	N	79	10	12.701
821005809	S	1	2	60	L	98	0	0	79	10	2.424
821005809	S	2	2	60	V	1	30	F	79	10	2.424
821005809	S	3	1	30	T	31	0	N	79	10	2.424
821005809	S	4	1	30	F	42	0	0	79	10	2.424
821005810	S	1	2	68	L	1	14	F	79	10	12.701
821005810	S	2	2	68	F	54	0	0	79	10	12.701
821005810	S	3	1	14	F	54	0	0	79	10	12.701
821005810	S	4	2	68	L	1	14	R	79	10	12.701
821005810	S	5	2	68	L	1	14	R	79	10	12.701
821005810	S	6	2	68	L	54	0	0	79	10	12.701
821005810	S	7	2	68	L	54	0	0	79	10	12.701
821005849	S	1	6	68	F	1	1	B	79	10	6.74
821005849	S	2	6	68	F	2	2	B	79	10	6.74
821005849	S	3	2	2	F	5	14	R	79	10	6.74
821005849	S	4	6	68	F	4	3	B	79	10	6.74
821005849	S	5	6	68	F	3	30	B	79	10	6.74
821005849	S	6	3	30	F	69	0	0	79	10	6.74
821005929	S	1	3	68	L	4	68	F	79	10	12.701
821005929	S	2	1	3	L	79	0	0	79	10	12.701
821005929	S	3	4	68	F	5	68	B	79	10	12.701
821005929	S	4	4	68	N	34	0	N	79	10	12.701
821005929	S	5	2	2	L	79	0	0	79	10	12.701
821005930	S	1	1	60	R	31	0	N	79	10	12.701
821005930	S	2	1	60	T	56	0	0	79	10	12.701
821005930	S	3	1	60	T	64	0	0	79	10	12.701
821005931	S	1	1	45	F	2	3	B	79	10	12.701
821005931	S	2	1	45	F	3	68	B	79	10	12.701
821006029	S	1	1	2	F	2	68	B	79	10	12.701
821006094	S	1	3	60	F	1	30	R	79	10	6.74
821006094	S	2	3	60	F	54	0	0	79	10	6.74
821006094	S	3	2	3	F	88	0	0	79	10	6.74
821006149	S	1	1	5	B	2	68	F	79	10	12.701
821006149	S	2	2	68	F	54	0	0	79	10	12.701
821006209	S	1	1	60	R	31	0	N	79	10	6.74
821006210	K	1	4	60	F	1	20	L	79	10	6.74
821006210	K	2	1	20	R	61	0	0	79	10	6.74
821006210	K	3	1	20	L	4	60	R	79	10	6.74
821006210	K	4	2	31	R	4	60	L	79	10	6.74
821006210	K	5	2	31	R	4	60	L	79	10	6.74
821006210	K	6	3	3	T	79	0	0	79	10	6.74
821006210	K	7	4	60	F	3	3	F	79	10	6.74
821006309	S	1	1	1	F	5	68	L	79	10	6.74
821006309	S	2	1	1	F	5	68	L	79	10	6.74
821006309	S	3	5	68	F	54	0	0	79	10	6.74
821006309	S	4	5	68	L	31	0	N	79	10	6.74
821006309	S	5	4	3	F	5	68	T	79	10	6.74
821006309	S	6	3	1	F	5	68	T	79	10	6.74
821006309	S	7	2	1	F	5	68	T	79	10	6.74
821006389	S	1	1	2	B	2	31	R	79	10	12.701
821006389	S	2	2	31	F	54	0	0	79	10	12.701
821006389	S	3	1	2	R	5	68	L	79	10	12.701
821006389	S	4	1	2	R	5	68	L	79	10	12.701
821006389	S	5	1	2	F	54	0	0	79	10	12.701
821006389	S	6	5	68	F	54	0	0	79	10	12.701
821006389	S	7	3	3	F	88	0	0	79	10	12.701
821006389	S	8	4	1	F	88	0	0	79	10	12.701
821006429	S	1	1	60	F	63	0	0	79	10	12.701
821006429	S	2	1	60	R	31	0	N	79	10	12.701
821006429	S	3	1	60	F	54	0	0	79	10	12.701
821006429	S	4	1	60	U	54	0	0	79	10	12.701
822006286	S	1	1	68	F	2	60	B	81	11	38.971
822006286	S	2	1	68	F	54	0	0	81	11	38.971
822006286	S	3	1	68	R	2	60	R	81	11	38.971
822006325	S	1	1	3	F	2	60	B	81	11	73.431
822006325	S	2	3	68	F	4	68	R	81	11	73.431
822006325	S	3	3	68	R	1	3	B	81	11	73.431
822006347	S	1	1	14	R	2	2	F	81	11	38.971
822006347	S	2	1	14	L	3	68	F	81	11	38.971
822006347	S	3	1	14	R	56	0	0	81	11	38.971
823003603	S	1	1	30	F	3	60	B	82	10	0
823003603	S	2	1	30	L	3	60	B	82	10	0
823003603	S	3	1	30	F	2	14	R	82	10	0
823003604	S	1	1	2	F	2	68	B	82	10	0
823003844	S	1	1	2	B	2	68	F	82	10	62.628
823003882	S	1	1	2	F	2	68	B	82	10	33.237
823003882	S	2	1	2	T	31	0	N	82	10	33.237
823003882	S	3	1	2	R	54	0	0	82	10	33.237
823003886	S	1	5	68	F	1	1	B	82	10	62.628
823003886	S	2	1	1	F	2	2	B	82	10	62.628
823003886	S	3	5	68	F	3	14	B	82	10	62.628
823003886	S	4	3	14	F	4	2	B	82	10	62.628
823003886	S	5	5	68	F	2	2	R	82	10	62.628
823004062	S	1	1	3	L	2	68	R	82	10	62.628
823004062	S	2	1	3	F	54	0	0	82	10	62.628
823004105	S	1	1	67	D	72	0	0	82	10	11.952
823004105	S	2	1	67	D	72	0	0	82	10	11.952
823004125	S	1	1	68	F	2	68	B	82	10	62.628
823004125	S	2	1	68	V	2	68	L	82	10	62.628
823004125	S	3	1	68	F	2	68	D	82	10	62.628
823004125	S	4	1	68	F	2	68	L	82	10	62.628
823004125	S	5	1	68	N	34	0	N	82	10	62.628
823004582	S	1	1	2	R	2	2	L	82	10	62.628
823004582	S	2	2	2	R	3	68	L	82	10	62.628
823004582	S	3	2	2	R	3	68	L	82	10	62.628
823004582	S	4	2	2	B	3	68	L	82	10	62.628
823004582	S	5	1	2	R	3	68	L	82	10	62.628
823004582	S	6	1	2	F	3	68	L	82	10	62.628
823004705	S	1	1	3	9	2	60	F	82	10	62.628
823004762	S	1	1	2	F	2	20	B	82	10	33.237
823004762	S	2	2	20	F	3	3	B	82	10	33.237
