CaseID	Stratum	EventSequence	VehicleNumber	ClassVehicle	DamageArea	EVEObjectContact	ClassVehicle2	DamageArea2	PSU	PSUStrata	RATWeight
808004361	S	5	2	14	T	31	0	N	12	5	160.472
808004361	S	6	2	14	N	33	0	N	12	5	160.472
808004521	S	1	1	2	L	2	68	B	12	5	0
808004725	S	1	1	14	R	2	60	F	12	5	160.472
808005489	S	1	1	68	F	2	68	B	12	5	160.472
808005489	S	2	1	68	L	2	68	R	12	5	160.472
808005602	S	1	1	68	F	56	0	0	12	5	0
808005621	S	1	2	68	L	31	0	N	12	5	292.312
808005621	S	2	2	68	T	68	0	0	12	5	292.312
808005621	S	3	1	3	L	54	0	0	12	5	292.312
808005621	S	4	1	3	T	51	0	0	12	5	292.312
808005621	S	5	1	3	R	31	0	N	12	5	292.312
808005621	S	6	1	3	T	2	68	B	12	5	292.312
808005724	S	1	2	68	F	1	90	L	12	5	160.472
808005785	B	1	2	31	L	3	68	R	12	5	49.52
808005785	B	2	1	1	F	2	31	L	12	5	49.52
808005786	S	1	1	14	F	2	60	B	12	5	49.52
808006003	S	1	1	68	F	55	0	0	12	5	49.52
808006003	S	2	1	68	U	54	0	0	12	5	49.52
808006003	S	3	1	68	R	31	0	N	12	5	49.52
808006003	S	4	1	68	N	33	0	N	12	5	49.52
808006085	J	1	1	30	F	2	68	B	12	5	160.472
808006121	S	1	1	3	F	2	67	R	12	5	292.312
808006121	S	2	2	67	D	54	0	0	12	5	292.312
808006241	S	1	2	60	R	88	0	0	12	5	160.472
808006241	S	2	2	60	F	54	0	0	12	5	160.472
808006241	S	3	2	60	T	31	0	N	12	5	160.472
808006241	S	4	1	3	F	88	0	0	12	5	160.472
808006265	S	1	1	3	L	3	68	L	12	5	0
808006265	S	2	3	68	F	2	5	B	12	5	0
808006265	S	3	2	5	R	56	0	0	12	5	0
808006301	S	1	1	31	R	2	68	F	12	5	160.472
808006301	S	2	1	31	L	54	0	0	12	5	160.472
808006301	S	3	1	31	F	54	0	0	12	5	160.472
808006301	S	4	1	31	B	54	0	0	12	5	160.472
808006301	S	5	2	68	R	31	0	N	12	5	160.472
808006401	S	1	1	2	L	2	60	L	12	5	292.312
808006445	S	1	1	3	F	4	68	R	12	5	160.472
808006445	S	2	1	3	L	4	68	R	12	5	160.472
808006445	S	3	1	3	N	33	0	N	12	5	160.472
808006445	S	4	4	68	L	31	0	N	12	5	160.472
808006445	S	5	2	20	L	78	0	0	12	5	160.472
808006445	S	6	2	20	R	56	0	0	12	5	160.472
808006445	S	7	3	14	F	78	0	0	12	5	160.472
808006445	S	8	3	14	R	56	0	0	12	5	160.472
808006501	S	1	1	68	N	36	0	N	12	5	0
808006705	S	1	1	68	F	56	0	0	12	5	292.312
808006705	S	2	1	68	L	31	0	N	12	5	292.312
809003721	S	1	1	30	L	2	39	L	13	6	41.321
809003721	S	2	1	30	F	3	68	F	13	6	41.321
809003721	S	3	3	68	F	42	0	0	13	6	41.321
809003721	S	4	3	68	F	42	0	0	13	6	41.321
809003721	S	5	3	68	F	42	0	0	13	6	41.321
809003721	S	6	3	68	N	34	0	N	13	6	41.321
809003721	S	7	3	68	F	44	0	0	13	6	41.321
809003801	S	1	1	60	F	54	0	0	13	6	243.914
809003861	S	1	1	60	T	31	0	N	13	6	41.321
809003921	S	1	2	1	B	3	60	F	13	6	243.914
809003921	S	2	2	1	R	1	14	B	13	6	243.914
809003921	S	3	2	1	F	57	0	0	13	6	243.914
809004346	B	1	1	2	R	2	67	F	13	6	41.321
809004381	D	1	1	2	F	2	60	B	13	6	133.902
809004566	K	1	1	30	F	2	68	L	13	6	133.902
809004621	S	1	1	2	F	2	60	B	13	6	243.914
810003305	S	1	1	60	F	73	0	0	41	7	0
810003525	S	1	1	60	F	72	0	0	41	7	111.86
810003525	S	2	1	60	B	2	60	F	41	7	111.86
810004082	S	1	2	68	F	1	14	F	41	7	69.365
810004082	S	2	2	68	F	1	14	L	41	7	69.365
810004082	S	3	2	68	R	42	0	0	41	7	69.365
810004122	S	1	1	20	F	3	60	L	41	7	69.365
810004122	S	2	2	1	F	3	60	L	41	7	69.365
810004262	S	1	3	68	F	2	60	L	41	7	111.86
810004262	S	2	1	31	R	3	68	L	41	7	111.86
810004262	S	3	1	31	F	54	0	0	41	7	111.86
810004285	K	1	1	5	F	2	68	R	41	7	111.86
810004382	S	1	1	68	F	56	0	0	41	7	69.365
810004382	S	2	1	68	R	56	0	0	41	7	69.365
810004422	B	1	1	14	F	2	68	F	41	7	32.101
810004423	S	1	2	68	L	1	2	R	41	7	111.86
810004423	S	2	1	2	L	54	0	0	41	7	111.86
810004423	S	3	2	68	L	31	0	N	41	7	111.86
810004423	S	4	2	68	L	1	2	T	41	7	111.86
810004423	S	5	2	68	F	54	0	0	41	7	111.86
810004522	S	1	1	14	F	2	68	B	41	7	69.365
810004622	S	1	1	3	F	2	68	R	41	7	111.86
810004723	K	1	1	2	F	2	2	B	41	7	111.86
810004723	K	2	2	2	F	54	0	0	41	7	111.86
810004723	K	3	1	2	R	3	68	L	41	7	111.86
810004723	K	4	1	2	T	31	0	N	41	7	111.86
810004822	K	1	1	4	F	2	68	B	41	7	111.86
810004848	S	1	2	60	F	1	30	R	41	7	32.101
810004848	S	2	1	30	L	52	0	0	41	7	32.101
810004848	S	3	2	60	F	45	0	0	41	7	32.101
810004882	S	1	1	80	F	2	60	B	41	7	32.101
810004944	S	1	1	2	L	3	67	R	41	7	69.365
810004944	S	2	1	2	L	3	67	R	41	7	69.365
810004944	S	3	3	67	F	54	0	0	41	7	69.365
810004944	S	4	2	14	F	3	67	R	41	7	69.365
810004944	S	5	2	14	L	3	67	R	41	7	69.365
810004944	S	6	3	67	F	4	68	L	41	7	69.365
810004944	S	7	4	68	R	54	0	0	41	7	69.365
810004944	S	8	2	14	F	54	0	0	41	7	69.365
810005026	S	1	1	60	B	73	0	0	41	7	111.86
810005042	S	1	1	60	B	98	0	0	41	7	32.101
810005106	S	1	1	60	F	59	0	0	41	7	69.365
810005107	B	1	1	5	R	2	60	L	41	7	32.101
810005107	B	2	1	5	F	54	0	0	41	7	32.101
810005122	F	1	1	4	R	2	68	F	41	7	32.101
810005162	S	1	1	14	L	4	68	R	41	7	111.86
810005162	S	2	1	14	T	31	0	N	41	7	111.86
810005162	S	3	4	68	N	34	0	N	41	7	111.86
810005162	S	4	4	68	R	2	1	B	41	7	111.86
810005162	S	5	4	68	L	3	1	R	41	7	111.86
810005162	S	6	4	68	L	3	1	R	41	7	111.86
810005247	S	1	1	80	F	2	67	D	41	7	111.86
810005247	S	2	1	80	R	54	0	0	41	7	111.86
810005302	S	1	2	60	F	1	14	B	41	7	69.365
810005303	S	1	1	2	F	2	68	R	41	7	69.365
810005303	S	2	1	2	L	2	68	R	41	7	69.365
810005304	S	1	1	1	F	2	1	B	41	7	69.365
810005304	S	2	2	1	F	3	68	B	41	7	69.365
810005422	S	1	1	3	F	2	60	L	41	7	69.365
810005467	S	1	1	3	L	2	68	R	41	7	111.86
810005468	S	1	2	68	N	34	0	N	41	7	32.101
810005468	S	2	2	68	F	54	0	0	41	7	32.101
810005468	S	3	3	68	L	1	5	R	41	7	32.101
810005468	S	4	3	68	R	2	68	L	41	7	32.101
810005468	S	5	1	5	F	2	68	L	41	7	32.101
810005468	S	6	3	68	F	1	5	R	41	7	32.101
810005468	S	7	1	5	N	33	0	N	41	7	32.101
810005468	S	8	2	68	N	33	0	N	41	7	32.101
810005468	S	9	3	68	N	33	0	N	41	7	32.101
810005482	S	1	3	68	F	1	2	B	41	7	69.365
810005482	S	2	1	2	F	54	0	0	41	7	69.365
810005482	S	3	3	68	R	2	30	L	41	7	69.365
810005502	K	1	1	1	F	2	60	R	41	7	111.86
810005522	S	1	3	68	N	34	0	N	41	7	69.365
810005522	S	2	3	68	R	1	4	B	41	7	69.365
810005522	S	3	2	31	F	1	4	F	41	7	69.365
810005548	S	1	1	68	R	72	0	0	41	7	32.101
810005562	H	1	3	68	F	1	30	B	41	7	69.365
810005562	H	2	1	30	F	2	30	B	41	7	69.365
810005647	S	1	1	68	R	56	0	0	41	7	69.365
810005647	S	2	1	68	R	31	0	N	41	7	69.365
810005767	S	1	1	60	F	72	0	0	41	7	32.101
810005847	S	1	1	68	F	42	0	0	41	7	69.365
810005907	S	1	1	60	L	31	0	N	41	7	69.365
810005907	S	2	1	60	T	54	0	0	41	7	69.365
810005907	S	3	1	60	T	51	0	0	41	7	69.365
810005908	S	1	1	68	F	43	0	0	41	7	69.365
810005942	J	1	1	1	F	54	0	0	41	7	111.86
810005942	J	2	1	1	L	54	0	0	41	7	111.86
810005942	J	3	1	1	F	2	60	F	41	7	111.86
811004002	S	1	2	68	F	3	60	B	43	9	0
811004002	S	2	1	14	N	38	0	N	43	9	0
811004028	S	1	1	68	D	2	1	F	43	9	0
811004042	S	1	1	60	R	2	1	L	43	9	0
811004042	S	2	2	1	F	56	0	0	43	9	0
811004068	S	1	1	60	L	31	0	N	43	9	0
811004068	S	2	1	60	T	42	0	0	43	9	0
811004182	S	1	2	68	F	1	3	L	43	9	0
811004182	S	2	2	68	F	1	3	L	43	9	0
811004182	S	3	1	3	B	54	0	0	43	9	0
811004206	S	1	1	68	L	2	2	F	43	9	0
811004223	S	1	1	1	R	56	0	0	43	9	0
811004223	S	2	1	1	F	2	68	R	43	9	0
811004223	S	3	1	1	F	56	0	0	43	9	0
811004302	S	1	1	60	L	31	0	N	43	9	127.503
811004322	S	1	2	60	F	1	4	L	43	9	59.006
811004322	S	2	1	4	L	3	60	F	43	9	59.006
811004322	S	3	1	4	B	2	60	L	43	9	59.006
811004322	S	4	3	60	F	56	0	0	43	9	59.006
811004362	S	1	1	68	L	31	0	N	43	9	205.616
811004362	S	2	1	68	L	56	0	0	43	9	205.616
811004363	S	1	1	60	F	2	3	F	43	9	205.616
811004502	S	1	2	68	F	1	31	R	43	9	127.503
811004502	S	2	1	31	L	63	0	0	43	9	127.503
811004502	S	3	1	31	L	68	0	0	43	9	127.503
811004502	S	4	2	68	N	35	0	N	43	9	127.503
811004542	S	1	2	68	R	1	2	F	43	9	127.503
811004542	S	2	1	2	T	31	0	N	43	9	127.503
811004602	S	1	2	68	F	1	2	B	43	9	59.006
811004602	S	2	1	2	L	56	0	0	43	9	59.006
811004822	S	1	1	1	F	2	68	L	43	9	205.616
811004822	S	2	1	1	R	2	68	L	43	9	205.616
811004905	S	1	1	2	L	2	60	F	43	9	59.006
811005022	S	1	1	1	F	2	60	L	43	9	127.503
811005022	S	2	1	1	R	2	60	L	43	9	127.503
811005122	S	1	1	1	F	2	68	D	43	9	0
811005222	S	1	1	30	F	2	60	D	43	9	205.616
811005442	S	1	1	68	L	31	0	N	43	9	127.503
811005482	S	1	1	4	F	2	60	L	43	9	205.616
811005482	S	2	1	4	R	2	60	L	43	9	205.616
811005582	S	1	1	68	L	31	0	N	43	9	127.503
811005648	S	1	3	60	F	1	2	B	43	9	127.503
811005648	S	2	1	2	F	2	9	B	43	9	127.503
811005662	S	1	1	31	L	2	60	L	43	9	127.503
811005662	S	2	1	31	L	2	60	L	43	9	127.503
811005663	S	1	1	3	F	2	68	F	43	9	127.503
811005762	S	1	1	2	L	2	68	F	43	9	127.503
811005802	S	1	1	60	R	31	0	N	43	9	127.503
811005802	S	2	1	60	L	56	0	0	43	9	127.503
811005862	D	1	3	60	N	38	0	N	43	9	127.503
811005862	D	2	1	30	F	79	0	0	43	9	127.503
811005862	D	3	2	68	U	1	30	B	43	9	127.503
811005902	S	1	1	2	B	2	68	F	43	9	127.503
811006042	K	1	1	20	R	2	68	F	43	9	205.616
811006088	K	1	1	4	R	2	60	F	43	9	59.006
811006088	K	2	2	60	F	58	0	0	43	9	59.006
811006089	S	1	1	31	R	2	60	F	43	9	205.616
811006089	S	2	2	60	L	31	0	N	43	9	205.616
811006142	S	1	1	2	L	2	68	R	43	9	127.503
811006142	S	2	2	68	F	1	2	L	43	9	127.503
811006142	S	3	2	68	N	34	0	N	43	9	127.503
811006242	S	1	1	68	F	72	0	0	43	9	59.006
811006282	S	1	3	2	B	4	68	F	43	9	127.503
811006282	S	2	4	68	N	34	0	N	43	9	127.503
811006282	S	3	2	31	F	4	68	L	43	9	127.503
811006282	S	4	1	5	L	2	31	R	43	9	127.503
811006302	S	1	1	3	L	3	68	R	43	9	127.503
811006302	S	2	3	68	F	56	0	0	43	9	127.503
811006302	S	3	3	68	R	31	0	N	43	9	127.503
811006302	S	4	2	31	F	3	68	U	43	9	127.503
811006402	S	1	1	60	R	31	0	N	43	9	127.503
811006442	B	1	1	30	B	2	68	F	43	9	59.006
811006442	B	2	1	30	T	31	0	N	43	9	59.006
811006442	B	3	1	30	R	41	0	0	43	9	59.006
811006482	B	1	1	20	L	2	68	F	43	9	59.006
811006483	S	1	1	68	B	2	60	F	43	9	127.503
811006668	S	1	1	60	R	2	60	F	43	9	205.616
811006668	S	2	2	60	L	31	0	N	43	9	205.616
811006762	S	1	1	3	R	3	60	F	43	9	205.616
811006762	S	2	2	21	F	3	60	L	43	9	205.616
811006762	S	3	2	21	R	3	60	L	43	9	205.616
811006762	S	4	3	60	F	56	0	0	43	9	205.616
811006962	A	1	1	1	R	56	0	0	43	9	59.006
811006962	A	2	1	1	R	2	68	L	43	9	59.006
812003431	S	1	2	30	9	3	60	F	45	8	0
812003431	S	2	1	3	9	2	30	F	45	8	0
812003555	S	1	1	68	T	31	0	N	45	8	0
812003555	S	2	1	68	R	51	0	0	45	8	0
812003555	S	3	1	68	N	33	0	N	45	8	0
812003571	S	1	1	68	F	42	0	0	45	8	0
812003571	S	2	1	68	F	42	0	0	45	8	0
812003571	S	3	1	68	F	42	0	0	45	8	0
812003611	S	1	1	68	F	56	0	0	45	8	0
812003611	S	2	1	68	F	43	0	0	45	8	0
812003611	S	3	1	68	T	31	0	N	45	8	0
812003611	S	4	1	68	F	57	0	0	45	8	0
812003611	S	5	1	68	F	68	0	0	45	8	0
812003611	S	6	1	68	T	2	2	B	45	8	0
812003756	S	1	1	60	F	2	1	L	45	8	131.148
812003951	S	1	2	68	L	1	1	R	45	8	131.148
812003951	S	2	2	68	L	1	1	B	45	8	131.148
812003951	S	3	1	1	B	54	0	0	45	8	131.148
812003951	S	4	1	1	F	54	0	0	45	8	131.148
812004011	S	1	1	1	F	2	68	B	45	8	131.148
812004112	S	1	1	3	L	2	68	F	45	8	131.148
812004119	S	1	1	2	B	2	68	F	45	8	60.692
812004119	S	2	2	68	F	54	0	0	45	8	60.692
812004119	S	3	1	2	N	33	0	N	45	8	60.692
812004119	S	4	2	68	N	33	0	N	45	8	60.692
812004171	S	1	1	31	F	2	60	B	45	8	211.494
812004271	S	1	1	3	R	2	68	L	45	8	131.148
812004271	S	2	1	3	R	44	0	0	45	8	131.148
812004311	S	1	1	1	R	2	68	F	45	8	211.494
812004351	S	1	1	68	F	54	0	0	45	8	131.148
812004351	S	2	1	68	N	34	0	N	45	8	131.148
812004352	S	1	1	20	F	2	68	B	45	8	211.494
812004411	S	1	1	68	L	31	0	N	45	8	131.148
812004451	S	1	3	68	F	54	0	0	45	8	211.494
812004451	S	2	3	68	N	34	0	N	45	8	211.494
812004451	S	3	3	68	F	54	0	0	45	8	211.494
812004451	S	4	3	68	L	4	68	F	45	8	211.494
812004451	S	5	1	4	B	2	2	F	45	8	211.494
812004451	S	6	1	4	F	4	68	L	45	8	211.494
812004451	S	7	5	68	L	2	2	B	45	8	211.494
812004451	S	8	2	2	F	54	0	0	45	8	211.494
812004451	S	9	5	68	F	54	0	0	45	8	211.494
812004451	S	10	5	68	N	34	0	N	45	8	211.494
812004471	S	1	1	2	L	2	60	R	45	8	131.148
812004472	B	1	2	2	B	3	68	F	45	8	60.692
812004472	B	2	1	4	B	2	2	F	45	8	60.692
812004472	B	3	1	4	B	3	68	F	45	8	60.692
812004472	B	4	1	4	F	72	0	0	45	8	60.692
812004472	B	5	2	2	F	54	0	0	45	8	60.692
812004472	B	6	2	2	R	31	0	N	45	8	60.692
812004472	B	7	1	4	L	2	2	T	45	8	60.692
812004472	B	8	3	68	F	54	0	0	45	8	60.692
812004472	B	9	2	2	T	3	68	F	45	8	60.692
812004472	B	10	2	2	N	33	0	N	45	8	60.692
812004472	B	11	3	68	N	33	0	N	45	8	60.692
812004635	S	1	1	1	F	2	68	B	45	8	211.494
812004651	S	1	2	67	L	3	60	R	45	8	131.148
812004651	S	2	2	67	L	3	60	F	45	8	131.148
812004651	S	3	2	67	F	54	0	0	45	8	131.148
812004651	S	4	2	67	R	31	0	N	45	8	131.148
812004651	S	5	1	3	F	88	0	0	45	8	131.148
812004755	S	1	1	2	F	2	68	B	45	8	211.494
812004756	S	1	1	68	L	31	0	N	45	8	131.148
812004771	S	1	1	2	B	2	68	F	45	8	211.494
812004772	S	1	1	2	L	2	68	R	45	8	131.148
812004772	S	2	1	2	L	3	68	F	45	8	131.148
812004772	S	3	1	2	F	54	0	0	45	8	131.148
812004773	S	1	1	20	F	2	60	R	45	8	131.148
812004773	S	2	1	20	R	52	0	0	45	8	131.148
812004811	S	1	1	30	F	2	68	B	45	8	0
812004812	B	1	1	14	F	2	68	L	45	8	60.692
812004812	B	2	1	14	R	2	68	L	45	8	60.692
812004812	B	3	2	68	R	52	0	0	45	8	60.692
812004851	K	1	1	4	R	3	68	F	45	8	211.494
812004851	K	2	1	4	R	2	2	F	45	8	211.494
812004892	S	1	1	3	B	2	68	L	45	8	211.494
812004892	S	2	1	3	B	54	0	0	45	8	211.494
812004915	S	1	1	30	L	2	60	R	45	8	131.148
812004915	S	2	1	30	T	31	0	N	45	8	131.148
812004916	S	1	1	30	F	3	60	L	45	8	211.494
812004916	S	2	3	60	L	31	0	N	45	8	211.494
812004916	S	3	1	30	R	79	0	0	45	8	211.494
812004916	S	4	1	30	L	2	3	F	45	8	211.494
812004917	S	1	1	2	R	2	68	L	45	8	211.494
812004917	S	2	1	2	F	54	0	0	45	8	211.494
812004954	S	1	2	68	F	56	0	0	45	8	131.148
812004954	S	2	2	68	F	3	68	B	45	8	131.148
812004954	S	3	3	68	L	1	14	R	45	8	131.148
812004954	S	4	3	68	L	4	68	R	45	8	131.148
812004954	S	5	2	68	N	33	0	N	45	8	131.148
812004991	S	1	1	3	B	2	68	F	45	8	131.148
812005051	S	1	2	68	F	3	68	B	45	8	131.148
812005051	S	2	3	68	F	1	1	B	45	8	131.148
812005051	S	3	1	1	F	4	68	B	45	8	131.148
812005076	K	1	1	3	F	2	68	R	45	8	211.494
812005111	S	1	1	4	F	2	68	R	45	8	131.148
812005111	S	2	1	4	F	3	68	L	45	8	131.148
812005151	B	1	1	3	B	3	68	F	45	8	60.692
812005151	B	2	1	3	F	4	68	B	45	8	60.692
812005151	B	3	3	68	F	4	68	B	45	8	60.692
812005151	B	4	4	68	N	35	0	N	45	8	60.692
812005151	B	5	2	20	B	4	68	F	45	8	60.692
812005151	B	6	3	68	N	33	0	N	45	8	60.692
812005151	B	7	1	3	N	33	0	N	45	8	60.692
812005171	S	1	1	1	B	2	68	F	45	8	131.148
812005171	S	2	2	68	N	34	0	N	45	8	131.148
812005171	S	3	2	68	F	54	0	0	45	8	131.148
812005331	S	1	1	3	B	3	60	F	45	8	131.148
812005331	S	2	3	60	F	56	0	0	45	8	131.148
812005331	S	3	3	60	R	31	0	N	45	8	131.148
812005331	S	4	3	60	T	42	0	0	45	8	131.148
812005331	S	5	1	3	F	2	1	R	45	8	131.148
812005331	S	6	2	1	L	54	0	0	45	8	131.148
812005331	S	7	1	3	L	54	0	0	45	8	131.148
812005471	S	1	1	3	R	2	68	L	45	8	211.494
812005471	S	2	1	3	F	54	0	0	45	8	211.494
812005471	S	3	1	3	R	2	68	L	45	8	211.494
812005471	S	4	1	3	F	54	0	0	45	8	211.494
812005471	S	5	1	3	R	2	68	L	45	8	211.494
812005531	S	1	1	2	F	2	68	B	45	8	211.494
812005531	S	2	1	2	B	50	0	0	45	8	211.494
812005571	S	1	1	14	F	2	68	B	45	8	131.148
812005635	S	1	1	58	B	2	68	F	45	8	131.148
812005635	S	2	2	68	N	35	0	N	45	8	131.148
812005671	S	1	1	60	F	57	0	0	45	8	131.148
812005671	S	2	1	60	F	52	0	0	45	8	131.148
812005771	S	1	1	3	L	2	68	R	45	8	131.148
812005771	S	2	1	3	L	2	68	F	45	8	131.148
812005911	S	1	1	3	R	2	68	L	45	8	211.494
812005911	S	2	1	3	F	54	0	0	45	8	211.494
812005911	S	3	1	3	L	54	0	0	45	8	211.494
812005911	S	4	1	3	R	2	68	L	45	8	211.494
812005915	S	1	1	31	B	3	68	F	45	8	211.494
812005915	S	2	1	31	N	35	0	N	45	8	211.494
812005915	S	3	1	31	F	60	0	0	45	8	211.494
812005915	S	4	3	68	R	31	0	N	45	8	211.494
812005915	S	5	2	3	R	1	31	R	45	8	211.494
812005916	B	1	1	2	B	3	68	L	45	8	60.692
812005916	B	2	1	2	T	3	68	F	45	8	60.692
812005916	B	3	1	2	L	3	68	L	45	8	60.692
812005916	B	4	1	2	L	2	2	F	45	8	60.692
812005931	S	1	1	3	L	2	68	R	45	8	0
812005931	S	2	1	3	L	2	68	F	45	8	0
812005931	S	3	1	3	B	54	0	0	45	8	0
812005931	S	4	1	3	R	54	0	0	45	8	0
812005931	S	5	1	3	B	54	0	0	45	8	0
812005932	S	1	1	68	F	2	68	B	45	8	131.148
812005951	S	1	1	68	L	56	0	0	45	8	131.148
812005951	S	2	1	68	L	50	0	0	45	8	131.148
812005951	S	3	1	68	L	31	0	N	45	8	131.148
812005991	B	1	1	30	F	2	68	F	45	8	60.692
812005992	S	1	1	68	F	2	68	B	45	8	131.148
812006131	S	1	1	68	L	31	0	N	45	8	131.148
813003391	S	1	1	68	N	34	0	N	48	9	0
813003391	S	2	1	68	F	60	0	0	48	9	0
813003406	S	1	1	1	F	2	60	L	48	9	0
813003406	S	2	1	1	R	2	60	L	48	9	0
813003466	S	1	1	3	F	2	68	V	48	9	0
813003466	S	2	1	3	R	56	0	0	48	9	0
813003487	S	1	1	68	T	31	0	N	48	9	0
813003487	S	2	1	68	N	33	0	N	48	9	0
813003506	S	1	1	4	R	2	68	F	48	9	0
813003506	S	2	2	68	N	34	0	N	48	9	0
813003532	S	1	1	68	F	3	68	B	48	9	0
813003532	S	2	1	68	F	4	60	F	48	9	0
813003532	S	3	3	68	F	2	68	B	48	9	0
813003532	S	4	4	60	U	56	0	0	48	9	0
813003566	S	1	1	60	L	31	0	N	48	9	0
813003646	S	1	1	60	R	31	0	N	48	9	0
813003706	S	1	1	2	F	2	14	R	48	9	197.543
813003706	S	2	1	2	F	3	60	F	48	9	197.543
813003826	S	1	1	2	U	60	0	0	48	9	426.863
813003826	S	2	1	2	R	2	68	U	48	9	426.863
813003827	S	1	1	2	F	2	68	B	48	9	197.543
813003867	S	1	1	2	L	2	68	F	48	9	426.863
813003906	S	1	1	3	B	2	68	F	48	9	688.372
813003906	S	2	1	3	R	68	0	0	48	9	688.372
813003906	S	3	1	3	T	31	0	N	48	9	688.372
813003906	S	4	1	3	F	3	68	F	48	9	688.372
813003906	S	5	3	68	T	31	0	N	48	9	688.372
813003906	S	6	3	68	N	33	0	N	48	9	688.372
813003907	S	1	1	68	R	31	0	N	48	9	426.863
813003946	S	1	1	31	L	2	68	F	48	9	426.863
813004026	S	1	1	68	R	31	0	N	48	9	426.863
813004026	S	2	1	68	N	33	0	N	48	9	426.863
813004046	S	1	1	68	L	31	0	N	48	9	426.863
813004086	S	1	1	68	U	61	0	0	48	9	426.863
813004190	S	1	1	2	F	2	68	L	48	9	426.863
813004191	S	1	1	68	F	41	0	0	48	9	426.863
813004191	S	2	1	68	F	41	0	0	48	9	426.863
813004191	S	3	1	68	F	42	0	0	48	9	426.863
813004191	S	4	1	68	R	31	0	N	48	9	426.863
813004267	S	1	1	20	B	3	68	F	48	9	426.863
813004267	S	2	1	20	F	2	21	B	48	9	426.863
813004268	S	1	1	31	F	2	68	L	48	9	688.372
813004268	S	2	1	31	R	2	68	L	48	9	688.372
813004269	S	1	1	2	B	2	68	F	48	9	426.863
813004346	S	1	1	14	F	2	68	F	48	9	197.543
813004346	S	2	2	68	F	42	0	0	48	9	197.543
813004386	S	1	1	68	F	56	0	0	48	9	197.543
813004386	S	2	1	68	F	60	0	0	48	9	197.543
813004386	S	3	1	68	F	41	0	0	48	9	197.543
813004386	S	4	1	68	F	42	0	0	48	9	197.543
813004406	S	1	2	68	N	34	0	N	48	9	426.863
813004406	S	2	1	3	L	2	68	R	48	9	426.863
813004446	S	1	1	30	B	2	68	F	48	9	426.863
813004466	S	1	1	14	F	2	68	L	48	9	197.543
813004526	S	1	1	68	L	31	0	N	48	9	426.863
813004546	S	1	1	68	T	31	0	N	48	9	426.863
813004666	S	1	1	30	F	2	68	B	48	9	426.863
813004667	S	1	1	68	R	31	0	N	48	9	426.863
813004726	S	1	1	30	F	2	68	L	48	9	426.863
813004726	S	2	1	30	B	3	68	F	48	9	426.863
813004769	S	1	1	60	L	63	0	0	48	9	426.863
813004769	S	2	1	60	T	31	0	N	48	9	426.863
813004769	S	3	1	60	L	51	0	0	48	9	426.863
813004906	S	1	1	4	F	2	60	F	48	9	197.543
813004906	S	2	2	60	N	33	0	N	48	9	197.543
813004906	S	3	2	60	R	31	0	N	48	9	197.543
813004906	S	4	3	68	N	33	0	N	48	9	197.543
813004906	S	5	2	60	B	3	68	F	48	9	197.543
813004966	S	1	1	68	R	31	0	N	48	9	426.863
813004966	S	2	1	68	F	54	0	0	48	9	426.863
813005046	S	1	1	3	L	2	68	R	48	9	426.863
813005046	S	2	1	3	L	2	68	F	48	9	426.863
813005126	K	1	1	2	F	2	68	L	48	9	688.372
813005126	K	2	1	2	F	2	68	L	48	9	688.372
813005126	K	3	1	2	R	43	0	0	48	9	688.372
813005190	S	1	1	68	R	31	0	N	48	9	688.372
813005211	S	1	1	60	L	31	0	N	48	9	426.863
813005216	S	1	1	60	F	88	0	0	48	9	426.863
813005216	S	2	1	60	F	56	0	0	48	9	426.863
813005216	S	3	1	60	F	44	0	0	48	9	426.863
813005216	S	4	1	60	L	31	0	N	48	9	426.863
813005446	S	1	1	67	R	64	0	0	48	9	688.372
813005446	S	2	1	67	F	64	0	0	48	9	688.372
813005446	S	3	1	67	F	61	0	0	48	9	688.372
813005490	S	1	1	20	B	2	68	F	48	9	426.863
813005511	S	1	1	68	L	31	0	N	48	9	426.863
813005511	S	2	1	68	N	38	0	N	48	9	426.863
813005530	S	1	2	68	F	45	0	0	48	9	197.543
813005530	S	2	1	1	L	2	68	F	48	9	197.543
813005530	S	3	2	68	F	56	0	0	48	9	197.543
813005530	S	4	2	68	T	31	0	N	48	9	197.543
813005546	S	1	1	14	L	2	68	R	48	9	688.372
813005546	S	2	1	14	L	31	0	N	48	9	688.372
813005546	S	3	1	14	L	45	0	0	48	9	688.372
813005606	J	1	1	2	F	2	68	F	48	9	688.372
813005611	S	1	1	31	F	2	20	R	48	9	426.863
813005611	S	2	1	31	R	3	60	B	48	9	426.863
813005626	S	1	1	68	L	31	0	N	48	9	688.372
813005655	S	1	1	68	L	31	0	N	48	9	426.863
813005786	K	1	1	2	R	2	68	L	48	9	426.863
813005786	K	2	1	2	R	2	68	L	48	9	426.863
813005846	K	1	1	31	B	2	68	F	48	9	688.372
813005846	K	2	1	31	F	44	0	0	48	9	688.372
813005906	K	1	1	31	F	2	68	L	48	9	688.372
813005971	S	1	1	5	L	2	68	F	48	9	688.372
813005971	S	2	1	5	L	2	68	R	48	9	688.372
813005971	S	3	2	68	F	60	0	0	48	9	688.372
813006029	K	1	1	31	L	2	68	F	48	9	688.372
813006029	K	2	1	31	L	2	68	R	48	9	688.372
813006029	K	3	2	68	R	79	0	0	48	9	688.372
