CaseID	VehicleNumber	EventNumber	PositionNumber	DCType	ObjectContactClass	CDCObjectContact	ForceDirection	ClockForce	OverrideDesc	DeformLocation	DeformLong	DeformVertical	DeformDistribution	DeformExtent	DeformCode	ImpactNumber	DamageLocation	FieldLocation	MaxCrushLocation	CDCCategory	CDCWidth	PSU	PSUStrata	RATWeight
350006794	1	2	1	T	3	54	0	12	1	F	D Distributed - side or end	E Everything below belt line	W	Two	12FDEW02	2	Beg. 15 cm left of RF BC	BC to BC	LF BC	2	130	79	10	12.701
350006794	3	1	1	T	1	3	230	8	1	L	9 Unknown	9 Unknown	9	Unknown	08L99999	1	Beg. LR axle	N/A	unknown	1	9999	79	10	12.701
350006794	3	3	1	T	3	54	10	12	1	F	D Distributed - side or end	E belt line and below	W	Unknown	12FDEW99	2	BC to BC	N/A	RF BC	2	226	79	10	12.701
350006794	3	4	1	T	2	31	888	0	1	R	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	Three	00RDAO03	3	Entire right plane	entire right plane	RF BC	2	450	79	10	12.701
350006854	1	1	1	T	1	1	0	12	11	F	D Distributed - side or end	E Everything below belt line	W	Five	12FDEW05	1	Beg. 20 cm right of LF BC	BC to BC	RF BC	2	154	79	10	6.74
350006854	1	2	1	T	3	54	999	99	1	F	9 Unknown	9 Unknown	9	Unknown	99F99999	2	overlapping	overlapping	overlapping	2	9999	79	10	6.74
350006854	2	1	2	T	1	1	180	6	14	B	Y Side (F + P) OR End (L + C)	F Belt line/below on trailer	W	0B	06BYFW0B	1	Beg. trailer's left corner	N/A	50 cm right of trailer's left corner	2	154	79	10	6.74
350006860	1	1	2	T	1	2	180	6	1	R	T Trailer	F Belt line/below on trailer	S	0A	06RTFS0A	1	Beg. 0.5m rear of trailer's axle	N/A	1.6 m fwd trailer's axle	1	210	79	10	6.74
350006860	1	2	1	T	1	2	180	6	1	B	R Right - front or rear	E belt line and below	W	One	06BREW01	2	Beg. cargo area's right corner	N/A	34cm left of right corner	2	78	79	10	6.74
350006860	2	1	1	T	1	2	0	12	1	L	D Distributed - side or end	E belt line and below	S	One	12LDES01	1	Beg. LF BC	N/A	LF BC	1	690	79	10	6.74
350006860	2	2	1	T	1	2	0	12	1	F	L Left - front or rear	A Top to Bottom of vehicle / no wheels	W	Six	12FLAW06	3	Beg LF BC	BC to BC	LF BC	2	70	79	10	6.74
350006975	1	1	1	T	2	31	888	0	1	R	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	Three	00RDAO03	1	RFBC to RRBC	Not Applicable	65cm rear of axle 1	1	650	79	10	2.424
350006975	1	2	1	T	3	56	888	0	1	T	9 Unknown	9 Unknown	9	Unknown	00T99999	2	unknown	Not Applicable	unknown	3	9999	79	10	2.424
350007035	4	2	1	T	3	56	999	99	1	F	9 Unknown	9 Unknown	9	Unknown	99F99999	2	overlap	BC to BC	overlap	2	9999	79	10	12.701
350007035	4	3	1	T	3	56	0	12	1	F	D Distributed - side or end	E belt line and below	W	One	12FDEW01	1	BC to BC	BC to BC	LF BC	2	140	79	10	12.701
350007075	1	1	1	T	1	1	10	12	1	F	D Distributed - side or end	H Top of frame to top	A	Seven	12FDHA07	1	BC to BC	BC to BC	LFBC	2	154	79	10	6.74
350007075	1	2	1	T	1	1	70	2	1	R	F Side Front - left or right	E Everything below belt line	W	Eight	02RFEW08	9	Not Collected	Not Collected	Not Collected	97	9997	79	10	6.74
350007075	2	1	1	T	1	1	80	3	1	L	B Side rear of cab to rear of trailer/cargo area	L Low - top of frame, frame, and bottom of frame	W	Four	03LBLW04	1	center of left plane	Not Applicable	Unknown	1	9999	79	10	6.74
350007075	2	2	1	T	1	1	0	12	1	F	L Left - front or rear	W Below undercarriage level ( wheels and tires onl	W	Nine	12FLWW09	2	front plane of rear axle tires	Not Applicable	unknown	2	9999	79	10	6.74
350007076	2	3	1	T	1	2	0	12	11	F	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	W	Two	12FDAW02	1	BC to BC	BC to BC	100 cm left of RFBC	2	9999	79	10	12.701
350007076	2	4	1	T	2	34	999	13	1	R	P Side cab	A Top to Bottom of vehicle / no wheels	W	One	13RPAW01	4	Begin RR corner of Tractor	NA	Unknown	1	9999	79	10	12.701
350007076	2	4	2	T	2	34	999	13	1	R	T Trailer	A Top to Bottom of vehicle / no wheels	9	Unknown	13RTA999	5	Begin approx 380cm aft of RF trailer corner	NA	Unknown	1	9999	79	10	12.701
350007076	2	5	1	T	2	31	888	0	1	L	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	Three	00LDAO03	2	Entire left side	Entire Left side	84 cm rear of Axle #2	1	640	79	10	12.701
350007076	2	6	1	T	3	63	888	0	1	F	9 Unknown	9 Unknown	9	Unknown	00F99999	3	overlapping	overlapping	overlapping	2	9999	79	10	12.701
350007076	2	7	1	T	3	57	0	12	1	F	9 Unknown	9 Unknown	9	Unknown	12F99999	6	unknown/overlapping	NA	unknown/overlapping	2	9999	79	10	12.701
350007155	1	1	1	T	1	1	10	92	1	F	D Distributed - side or end	A All	W	Six	92FDAW06	1	BC to BC	N/A	LF BC	2	140	79	10	2.424
350007155	1	2	1	T	3	54	10	12	1	F	R Right - front or rear	E Everything below belt line	9	Unknown	12FRE999	2	Begins RFBC	N/A	scratches	2	9999	79	10	2.424
350007155	2	1	1	T	1	1	350	92	1	F	D Distributed - side or end	E Everything below belt line	W	Five	92FDEW05	1	BC to BC	BC to BC	LF BC	2	120	79	10	2.424
350007155	2	3	1	T	1	2	270	9	1	L	Z Side (P + B) OR End (C + R)	A All	W	Three	09LZAW03	2	Beg. 65 cm fwd LR axle	N/A	130 cm rear of LF axle	1	155	79	10	2.424
350007155	3	3	1	T	1	2	999	99	1	F	9 Unknown	9 Unknown	9	Unknown	99F99999	1	unable to determine due to other events	unable to determine due to other events	unknown	2	9999	79	10	2.424
350007155	3	5	1	T	2	31	888	0	1	R	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	Unknown	00RDAO99	2	entire right plane	entire right plane	entire right plane	1	9999	79	10	2.424
350007155	3	6	1	T	3	54	888	0	1	R	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	W	Unknown	00RDAW99	3	non-horizontal damage	non-horizontal damage	non-horizontal damage	1	9999	79	10	2.424
350007220	1	8	1	T	1	1	0	12	14	F	Z Side (P + B) OR End (C + R)	A All	W	Seven	12FZAW07	1	Beg. RF BC	BC to BC	RF BC	2	107	79	10	12.701
350007220	3	4	1	T	2	34	999	13	1	L	W Side rear of cab to rear of tractor	L Low - top of frame, frame, and bottom of frame	W	Two	13LWLW02	1	Beg. 2.2 m rear axle 1	N/A	2.5m rear axle 1	1	350	79	10	12.701
350007220	3	4	2	T	2	34	999	13	1	L	T Trailer	M Middle -- top of frame to belt line or hood	W	0B	13LTMW0B	2	100 cm fwd of axle 2	unknown	140 cm fwd axle 2	1	45	79	10	12.701
350007220	3	5	1	T	3	54	999	99	1	F	R Right - front or rear	9 Unknown	9	Unknown	99FR9999	3	overlap	overlap	overlap	2	9999	79	10	12.701
350007220	3	6	1	T	3	54	100	3	1	R	W Side rear of cab to rear of tractor	W Below undercarriage level ( wheels and tires onl	W	Two	03RWWW02	4	Beg. 1m rear of axle 2	N/A	axle 3	1	140	79	10	12.701
350007220	3	7	2	T	1	2	250	8	1	L	T Trailer	F Belt line/below on trailer	W	0A	08LTFW0A	5	Beg. axle 5	N/A	50 cm rear of axle 5	1	50	79	10	12.701
350007220	3	8	1	T	1	1	10	12	1	F	R Right - front or rear	E belt line and below	W	One	12FREW01	7	Beg. RF BC	BC to BC	RF BC	2	66	79	10	12.701
350007220	4	1	1	T	2	35	999	13	1	R	P Side cab	E belt line and below	W	Three	13RPEW03	1	Beg. 3 m rear of axle 2	N/A	3 m rear of axle 2	1	120	79	10	12.701
350007220	4	1	2	T	2	35	999	13	1	9	9 Unknown	9 Unknown	9	Unknown	13999999	3	unknown damage to trailer	unknown damage to trailer	unknown	2	9999	79	10	12.701
350007220	4	2	2	T	2	35	180	6	1	B	D Distributed - side or end	F Belt line/below on trailer	W	0A	06BDFW0A	5	Beg. 1st trailer's LRBC	N/A	scratches	2	240	79	10	12.701
350007220	4	2	3	T	2	35	0	12	1	V	D Distributed - side or end	F Belt line/below on trailer	W	0A	12VDFW0A	6	Beg. 2nd trailer's LFBC	N/A	scratches	2	240	79	10	12.701
350007220	4	3	2	T	2	38	888	0	1	L	T Trailer	F Belt line/below on trailer	W	0A	00LTFW0A	4	1st trailer's entire left side	N/A	scratches	1	880	79	10	12.701
350007221	1	1	1	T	1	1	0	12	1	F	D Distributed - side or end	E belt line and below	W	Six	12FDEW06	1	BC to BC	N/A	80 cm right of LFBC	2	220	79	10	12.701
350007221	2	1	2	T	1	1	180	6	1	B	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	W	0A	06BDAW0A	1	Beg. trailer's left corner	N/A	92 cm left of trailer's right corner	2	202	79	10	12.701
350007221	2	2	1	T	1	2	0	12	1	F	D Distributed - side or end	E belt line and below	W	Six	12FDEW06	2	BC to BC	N/A	90 cm right of LF BC	2	228	79	10	12.701
350007242	1	1	1	T	1	1	0	12	1	F	D Distributed - side or end	A All	A	Six	12FDAA06	1	BC to BC	BC to BC	LF BC	2	160	79	10	6.74
350007242	2	1	1	T	1	1	888	0	1	U	D Distributed - (F+P+B)	R Right	W	Two	00UDRW02	1	Beg. 1.6 m fwd of axle 2	N/A	unknown	4	150	79	10	6.74
350007302	1	1	1	T	3	56	20	1	1	F	R Right - front or rear	M Middle -- top of frame to belt line or hood	E	Two	01FRME02	1	Beg. RF BC	N/A	scratches	2	30	79	10	6.74
350007302	1	2	1	T	1	1	290	10	1	L	Y Side (F + P) OR End (L + C)	A All	W	Three	10LYAW03	2	Beg. LF BC	N/A	126cm fwd LR axle	1	67	79	10	6.74
350007302	2	2	2	T	1	1	160	5	1	R	T Trailer	F Belt line/below on trailer	W	0B	05RTFW0B	1	Beg. 1.7 m fwd axle 5	N/A	2.5 m fwd axle 5	1	200	79	10	6.74
350007322	1	1	1	T	1	1	0	32	11	F	Y Side (F + P) OR End (L + C)	A All	W	Six	32FYAW06	1	Beg. LF BC	BC to BC	LF BC	2	70	79	10	12.701
350007322	2	1	3	T	1	1	180	6	14	B	Z Side (P + B) OR End (C + R)	F Belt line/below on trailer	W	0A	06BZFW0A	1	Beg. 2nd trailer's right corner	N/A	2nd trailer's right corner	2	174	79	10	12.701
350007388	2	1	2	T	1	1	180	6	14	B	D Distributed - side or end	F Belt line/below on trailer	W	0B	06BDFW0B	1	Beg. 7 cm left trailer's RR corner	N/A	130 cm left of trailer's RR corner	2	204	79	10	6.74
350007389	1	1	1	T	1	4	170	6	11	B	L Left - front or rear	A All	E	Eight	06BLAE08	1	Beg. LR BC	N/A	LR BC	2	40	79	10	12.701
350007389	1	2	1	T	1	1	0	12	12	F	L Left - front or rear	E Everything below belt line	E	Four	12FLEE04	2	Beg. LF BC	N/A	LF BC	2	37	79	10	12.701
350007389	2	2	1	T	1	1	180	6	1	B	Z Side (P + B) OR End (C + R)	E Everything below belt line	W	Three	06BZEW03	1	Beg. RR BC	BC to BC	RBC	2	105	79	10	12.701
350007389	2	3	1	T	1	2	999	99	16	F	9 Unknown	9 Unknown	9	Unknown	99F99999	2	unknown	N/A	LF BC	2	9999	79	10	12.701
350007389	4	1	1	T	1	4	0	12	14	F	R Right - front or rear	E belt line and below	W	Seven	12FREW07	1	Beg. RBC	BC to BC	RBC	2	47	79	10	12.701
351006365	1	1	1	T	1	1	0	12	1	F	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	W	Six	12FDAW06	1	BUMPER CORNER TO CORNER	SAME	UNKNOWN	2	246	81	11	38.971
351006365	2	1	3	T	1	1	180	6	1	B	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	W	0B	06BDAW0B	1	REAR END/CORNER TO CORNER	SAME	UNKNOWN	2	165	81	11	38.971
351006367	1	1	1	T	1	1	350	12	1	F	L Left - front or rear	A All	E	Nine	12FLAE09	1	STARTS AT LF BUMPER CORNER	CORNER TO CORNER	UNKNOWN	2	40	81	11	38.971
351006367	1	2	1	T	2	31	888	0	1	T	D Distributed - (F+P+B)	D Distributed	O	Five	00TDDO05	2	top - rollover	top - rollover	zone 5	3	9999	81	11	38.971
351006367	2	3	1	T	1	3	340	11	1	L	D Distributed - side or end	A All	W	Three	11LDAW03	1	STARTS 17 CM BEHIND LF BUMPER CORNER	END TO END	UNKNOWN	1	575	81	11	38.971
351006367	2	4	1	T	3	60	90	3	1	R	D Distributed - side or end	E Everything below belt line	W	Two	03RDEW02	2	RT SIDE AT SILL/END TO END	SAME	UNKNOWN	1	582	81	11	38.971
351006367	3	1	1	T	1	1	350	12	1	F	L Left - front or rear	E belt line and below	W	Two	12FLEW02	1	STARTS AT LF BUMPER CORNER	CORNER TO CORNER	UNKNOWN	2	73	81	11	38.971
351006367	3	3	1	T	1	3	999	99	1	F	9 Unknown	9 Unknown	9	Unknown	99F99999	2	front - overlapping with impact 1	overlapping	unknown	2	9999	81	11	38.971
352006122	1	1	1	T	1	1	260	9	1	L	Z Side (P + B) OR End (C + R)	E Everything below belt line	W	One	09LZEW01	1	Begins 234 cms aft of LF axle - rwd	Not Applicable	288 cms aft of LF axle	1	123	82	10	62.628
352006122	1	2	1	T	3	60	40	1	1	F	R Right - front or rear	L Frame -- top of frame,frame, bottom of frame	E	One	01FRLE01	2	Begins 50 cms right of CP to right	Not Applicable	RFBC	2	27	82	10	62.628
352006122	1	3	1	T	2	31	888	0	1	T	D Distributed - (F+P+B)	D Distributed	O	Two	00TDDO02	3	rollover damage	Not Applicable	248 cms aft of LF axle	3	9999	82	10	62.628
352006122	2	1	1	T	1	1	80	3	1	R	Y Side (F + P) OR End (L + C)	L Low - top of frame, frame, and bottom of frame	W	One	03RYLW01	1	Begins 32cms fwd of RF axle - rwd	Not Applicable	N/A - see sketch pages	1	262	82	10	62.628
352006482	1	1	1	T	3	64	0	12	1	F	L Left - front or rear	E belt line and below	W	One	12FLEW01	1	Begins 54 cms Right of CP to right	Not Applicable	Unknown	2	47	82	10	33.237
352006482	1	2	2	T	3	64	0	12	1	L	T Trailer	9 Unknown	9	Unknown	12LT9999	2	Unknown due to damage	Not Applicable	Unknowm	1	9999	82	10	33.237
352006482	1	3	2	T	3	64	0	12	1	L	T Trailer	9 Unknown	9	Unknown	12LT9999	3	Unknown due to damage	Not Applicable	Unknown	1	9999	82	10	33.237
352006482	1	4	1	T	2	31	888	0	1	9	9 Unknown	9 Unknown	O	Unknown	00999O99	4	Unknown due to damage	Not Applicable	Unknown	99	9999	82	10	33.237
495004725	1	1	1	T	1	1	10	12	1	F	D Distributed - side or end	A All	A	Eight	12FDAA08	1	WHOLE FRONT	SAME	C-1	2	128	13	6	133.902
