CaseID	VehicleNumber	EventNumber	PositionNumber	DCType	ObjectContactClass	CDCObjectContact	ForceDirection	ClockForce	OverrideDesc	DeformLocation	DeformLong	DeformVertical	DeformDistribution	DeformExtent	DeformCode	ImpactNumber	DamageLocation	FieldLocation	MaxCrushLocation	CDCCategory	CDCWidth	PSU	PSUStrata	RATWeight
815006052	2	1	1	T	1	1	340	11	1	L	F Side Front - frontof windshield	W Below undercarriage level ( wheels and tires onl	W	One	11LFWW01	1	unk	unk	LF wheel	1	9999	72	4	9.937
815006052	3	2	1	T	1	1	350	12	14	F	D Distributed - side or end	E belt line and below	W	Two	12FDEW02	1	LFBC to 200 cm right	BC to BC	LFBC	2	200	72	4	9.937
815006255	1	1	1	T	1	1	10	12	1	F	D Distributed - side or end	H Top of frame to top	A	Eight	12FDHA08	1	BC to BC	BC to BC	RFBC	2	170	72	4	32.201
815006255	2	1	2	T	1	1	280	9	1	L	T Trailer	E belt line and below	W	0A	09LTEW0A	1	395 cm forward of lrbc to 625 cm forward of lrbc	395 cm forward of lrbc to 625 cm forward of lrbc	420 cm forward of lrbc	1	230	72	4	32.201
815006256	1	1	1	T	1	1	320	11	11	F	L Left - front or rear	A All	E	Nine	11FLAE09	3	begins LF BC inward	entire front	240cm along C1	2	9999	72	4	9.937
815006256	1	2	1	T	3	54	30	1	1	F	R Right - front or rear	E Everything below belt line	E	One	01FREE01	2	RFBC to 7 cm left	bc to bc	RFBC	2	7	72	4	9.937
815006256	2	1	1	T	1	1	20	1	1	F	D Distributed - side or end	E belt line and below	W	One	01FDEW01	1	LFBC to 150 cm right	BC to BC	100 cm left of RFBC	2	150	72	4	9.937
815006256	2	3	2	T	3	53	999	99	1	L	T Trailer	9 Unknown	9	0A	99LT990A	2	unknown-masked damage to left side	unknown	unknown	1	9999	72	4	9.937
815006256	2	4	1	T	2	31	888	0	1	L	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	Unknown	00LDAO99	3	LFBC to LRBC-entire left side	N/A- rollover	N/A	1	2140	72	4	9.937
815006294	1	1	1	T	1	1	180	6	12	B	D Distributed - side or end	E Everything below belt line	W	Five	06BDEW05	1	REAR BC to BC	REAR BC to BC	RRBC	2	142	72	4	58.657
815006294	2	1	1	T	1	1	0	12	14	F	D Distributed - side or end	E belt line and below	W	One	12FDEW01	1	Front BC to BC	Front BC to BC	70 cm right of LFBC	2	205	72	4	58.657
815006352	1	1	1	T	1	3	340	11	1	L	Z Side (P + B) OR End (C + R)	E Everything below belt line	W	One	11LZEW01	1	95 cm aft of LR axle to 153 cm fwd of LR axle	95 cm aft of LR axle to 153 cm fwd of LR axle	58 cm fwd of LR axle	1	248	72	4	58.657
815006352	1	2	1	T	3	54	130	4	1	B	R Right - front or rear	E Everything below belt line	W	Two	04BREW02	2	RRBC to 45 cm left	RBC to RBC	RRBC	2	45	72	4	58.657
815006352	1	3	1	T	1	1	110	4	1	R	F Side Front - left or right	E Everything below belt line	E	Two	04RFEE02	4	RFBC to 38 cm aft	RFBC to 55 cm aft	RFBC	1	38	72	4	58.657
815006352	2	3	1	T	1	1	350	12	1	L	Z Side (P + B) OR End (C + R)	E Everything below belt line	W	Two	12LZEW02	1	35 cm aft of LR axle to 97 cm fwd of axle	45 cm aft of LR axle to 105 cm fwd of axle	36 cm fwd of LR axle	1	132	72	4	58.657
815006352	3	1	1	T	1	3	160	5	1	R	F Side Front - frontof windshield	E belt line and below	W	One	05RFEW01	1	RFBC to 48 cm aft	RFBC to 48 cm aft	RFBC	1	48	72	4	58.657
816000021	2	1	1	T	1	3	180	6	1	B	R Right - front or rear	A All	E	Three	06BRAE03	1	BEG R/R B/C TO 50 CM	UNK	UNK	2	9999	73	5	60.371
816000021	2	4	1	T	3	54	350	12	1	L	F Side Front - left or right	E Everything below belt line	N	One	12LFEN01	2	BEG 20CM FROM F/L BC TO 55CM ON LEFT SIDE	UNK	UNK	1	35	73	5	60.371
816000021	2	5	1	T	1	2	10	12	1	R	F Side Front - left or right	E Everything below belt line	W	One	12RFEW01	3	MASKED	MASKED	MASKED	1	9999	73	5	60.371
816000021	3	1	1	T	1	3	0	12	1	F	9 Unknown	9 Unknown	9	Unknown	12F99999	1	Front left BC	MASKED	MASKED	2	9999	73	5	60.371
816000021	3	2	1	T	1	3	0	12	1	F	9 Unknown	9 Unknown	9	Unknown	12F99999	2	FRONT B/C TO B/C	UNK	UNK	2	240	73	5	60.371
816000021	3	3	1	T	1	3	999	99	1	F	9 Unknown	9 Unknown	9	Unknown	99F99999	3	MASKED	MASKED	MASKED	2	9999	73	5	60.371
816000021	4	5	2	T	1	2	210	7	1	L	T Trailer	F Belt line/below on trailer	N	0A	07LTFN0A	1	UNK	UNK	UNK	1	9999	73	5	60.371
816000021	5	2	2	T	1	3	160	5	1	B	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	W	0C	05BDAW0C	1	BEG R/R B/C TO 160CM	UNK	UNK	2	160	73	5	60.371
816000021	6	3	2	T	1	3	120	4	1	R	T Trailer	W Below undercarriage level ( wheels and tires onl	W	0A	04RTWW0A	1	RIGHT 5TH AXLE WHEEL	UNK	UNK	1	58	73	5	60.371
816003502	1	1	1	T	3	54	10	12	1	F	L Left - front or rear	E Everything below belt line	E	Five	12FLEE05	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	0
816003502	1	2	1	T	1	1	80	3	1	F	D Distributed - side or end	H Top of frame to top	A	Nine	03FDHA09	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	0
816003502	2	2	2	T	1	1	350	12	1	L	T Trailer	F Belt line/below on trailer	R	0A	12LTFR0A	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	0
816003625	1	1	1	T	1	1	20	1	11	F	D Distributed - side or end	A All	W	Six	01FDAW06	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	0
816003625	2	1	1	T	1	1	350	12	14	F	Z Side (P + B) OR End (C + R)	E belt line and below	W	Two	12FZEW02	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	0
816003625	2	2	1	T	3	44	888	0	1	U	D Distributed - (F+P+B)	9 Unknown	9	Unknown	00UD9999	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	0
816003625	2	3	1	T	3	57	0	12	1	F	9 Unknown	9 Unknown	9	Unknown	12F99999	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	0
816003626	1	1	1	T	1	1	0	12	1	F	D Distributed - side or end	H Top of frame to top	A	Nine	12FDHA09	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	0
816003626	2	1	2	T	1	1	90	3	1	L	T Trailer	E belt line and below	R	0A	03LTER0A	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	0
816003661	1	1	1	T	1	1	0	12	11	F	D Distributed - side or end	A All	A	Nine	12FDAA09	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	0
816003661	2	1	2	T	1	1	170	6	14	B	D Distributed - side or end	E belt line and below	R	0A	06BDER0A	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	0
816003745	1	1	1	T	1	1	0	12	1	F	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	W	Five	12FDAW05	1	Unknown	Entire Front	UNK	2	9999	73	5	195.635
816003745	1	2	1	T	3	54	0	12	1	F	9 Unknown	9 Unknown	9	Unknown	12F99999	2	-begins LF corner inward	Entire Front	UNK	2	9999	73	5	195.635
816003745	1	3	2	T	2	34	999	13	1	V	L Left - front or rear	A Top to Bottom of vehicle / no wheels	W	0A	13VLAW0A	3	intraunit damage from jackknife	N/A	N/A	2	9999	73	5	195.635
816003745	1	3	1	T	2	34	999	13	1	L	P Side cab	A Top to Bottom of vehicle / no wheels	W	Four	13LPAW04	5	intraunit damage from jack knife	N/A	N/A	1	9999	73	5	195.635
816003745	2	1	2	T	1	1	160	5	1	B	Z Side (P + B) OR End (C + R)	A Top to Bottom of vehicle / no wheels	W	0A	05BZAW0A	1	BEG R/R BC	Entire Rear	Right Rear Corner	2	160	73	5	195.635
816003785	1	1	1	T	1	1	10	12	1	F	Y Side (F + P) OR End (L + C)	E Everything below belt line	W	Three	12FYEW03	1	BEG L/F BC	UNK	UNK	2	57	73	5	195.635
816003785	1	2	1	T	3	51	0	12	1	F	9 Unknown	9 Unknown	9	Unknown	12F99999	2	MASKED	UNK	UNK	2	9999	73	5	195.635
816003785	1	3	1	T	2	31	888	0	1	R	D Distributed - side or end	A All	O	Unknown	00RDAO99	3	RIGHT SIDE	ROLLOVER	UNK	1	9999	73	5	195.635
816003785	1	4	1	T	3	41	888	0	1	F	9 Unknown	9 Unknown	9	Unknown	00F99999	4	MASKED	MASKED	UNK	2	9999	73	5	195.635
816003785	2	1	2	T	1	1	180	6	1	B	R Right - front or rear	F Belt line/below on trailer	W	0B	06BRFW0B	1	B/R B/C 92CM LEFT	UNK	UNK	2	92	73	5	195.635
816003801	1	1	1	T	5	72	0	12	1	F	L Left - front or rear	L Low - top of frame, frame, and bottom of frame	E	One	12FLLE01	1	L/F BC NOT VISIBLE	NONE	NONE	2	9999	73	5	195.635
816003841	1	1	1	T	1	4	180	6	11	B	D Distributed - side or end	A All	W	Six	06BDAW06	1	REAR BC TO BC	Entire rear bumper corner to corner	UNK	2	160	73	5	60.371
816003841	1	4	1	T	3	50	0	12	1	F	Y Side (F + P) OR End (L + C)	E Everything below belt line	N	One	12FYEN01	2	Unknown	Entire Front bumper corner to corner	unk	2	9999	73	5	60.371
816003841	2	2	1	T	1	4	190	6	14	B	D Distributed - side or end	A All	W	Four	06BDAW04	1	REAR BC TO BC	Entire rear plane.	UNK	2	160	73	5	60.371
816003841	2	3	1	T	1	2	0	12	14	F	D Distributed - side or end	E Everything below belt line	W	Two	12FDEW02	2	FRONT BC TO BC	UNK	UNK	2	9999	73	5	60.371
816003841	3	3	1	T	1	2	180	6	12	B	Z Side (P + B) OR End (C + R)	E Everything below belt line	W	Two	06BZEW02	1	Begins at Right Rear corner inward	REAR BC TO BC	UNK	2	9999	73	5	60.371
816003841	4	1	1	T	1	4	0	12	14	F	Z Side (P + B) OR End (C + R)	E belt line and below	W	Three	12FZEW03	1	BEG AT R/F BC	UNK	UNK	2	142	73	5	60.371
816003841	4	2	1	T	1	4	0	12	14	F	9 Unknown	9 Unknown	9	Unknown	12F99999	2	MASKED	UNK	UNK	2	9999	73	5	60.371
816003941	1	1	1	T	1	2	160	5	12	B	D Distributed - side or end	E Everything below belt line	W	Five	05BDEW05	1	REAR BC TO BC	REAR BC TO BC	C1	2	160	73	5	356.366
816003941	2	1	1	T	1	2	0	12	14	F	Z Side (P + B) OR End (C + R)	E belt line and below	W	One	12FZEW01	1	BEG F/R BC	UNK	UNK	2	93	73	5	356.366
816003941	2	2	2	T	1	2	0	12	1	R	T Trailer	M Middle -- top of frame to belt line or hood	S	0A	12RTMS0A	2	BEG 194CM FROM R-3RD AXLE	UNK	UNK	1	294	73	5	356.366
816003941	3	2	2	T	1	2	140	5	1	B	L Left - front or rear	T Trailer	S	0A	05BLTS0A	1	L/R BC	UNK	UNK	2	3	73	5	356.366
816003982	1	1	1	T	1	2	180	6	1	B	D Distributed - side or end	E Everything below belt line	W	Two	06BDEW02	1	Rear BC to BC	Rear BC to BC	Unknown	2	9999	73	5	356.366
816003982	1	2	1	T	1	1	0	12	1	F	L Left - front or rear	M Middle -- top of frame to belt line or hood	E	One	12FLME01	2	Unknown	BC to BC	LFBC	2	9999	73	5	356.366
816003982	2	1	1	T	1	2	0	12	1	F	D Distributed - side or end	E Everything below belt line	W	One	12FDEW01	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	356.366
816003982	3	2	1	T	1	1	190	6	1	B	R Right - front or rear	L Low - top of frame, frame, and bottom of frame	W	0A	06BRLW0A	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	356.366
816004021	1	1	1	T	1	1	0	12	1	F	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	W	Six	12FDAW06	1	FRONT BC TO BC	UNK	UNK	2	240	73	5	60.371
816004021	2	1	2	T	1	1	180	6	1	B	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	W	0B	06BDAW0B	1	REAR BC TO BC	UNK	UNK	2	228	73	5	60.371
816004041	1	1	1	T	2	31	888	0	1	L	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	Two	00LDAO02	1	LEFT SIDE PLANE	ROLLOVER	ROLLOVER	1	2280	73	5	356.366
816004201	1	1	1	T	2	31	888	0	1	L	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	One	00LDAO01	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	356.366
816004261	1	1	1	T	2	31	888	0	1	L	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	Two	00LDAO02	1	Entire left side of tractor/trailer	Entire left side of tractor/trailer	Unknown	1	2300	73	5	356.366
816004261	1	2	1	T	3	63	888	0	1	L	P Side cab	G Belt line and above	W	Two	00LPGW02	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	356.366
816004281	1	1	1	T	1	1	280	9	1	F	D Distributed - side or end	E Everything below belt line	W	Two	09FDEW02	1	FRONT BC TO BC	UNK	UNK	2	160	73	5	195.635
816004281	1	2	1	T	3	51	0	12	1	F	9 Unknown	9 Unknown	9	Unknown	12F99999	2	MASKED	MASKED	MASKED	2	9999	73	5	195.635
816004281	2	1	1	T	1	1	340	11	1	R	Y Side (F + P) OR End (L + C)	E belt line and below	W	Two	11RYEW02	1	BEG R/F BC 170CM	UNK	UNK	1	170	73	5	195.635
816004381	2	1	1	T	1	1	0	12	1	F	L Left - front or rear	E belt line and below	W	Unknown	12FLEW99	1	L/F BC	UNK	UNK	2	9999	73	5	356.366
816004381	2	2	1	T	1	2	270	9	1	L	Y Side (F + P) OR End (L + C)	E belt line and below	W	Two	09LYEW02	2	FROM L/F BC 95CM	UNK	UNK	1	95	73	5	356.366
816004381	2	3	1	T	2	31	888	0	1	R	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	Three	00RDAO03	3	ROLLOVER	ROLLOVER	ROLLOVER	1	9999	73	5	356.366
816004381	2	4	2	T	3	57	888	0	1	T	T Trailer	9 Unknown	9	Unknown	00TT9999	4	TOP TRAILER	UNK	UNK	3	9999	73	5	356.366
816004381	2	5	1	T	3	50	888	0	16	9	T Trailer	9 Unknown	9	Unknown	009T9999	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	356.366
816004381	2	6	2	T	3	50	888	0	1	9	T Trailer	9 Unknown	9	Unknown	009T9999	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	356.366
816004381	2	7	1	T	3	51	888	0	1	9	9 Unknown	9 Unknown	9	Unknown	00999999	7	FRONT CENTER B/C	MASKED	MASKED	2	9999	73	5	356.366
816004425	1	1	1	T	3	54	0	12	1	F	L Left - front or rear	E belt line and below	W	Unknown	12FLEW99	1	L/F BC	UNK	UNK	2	9999	73	5	356.366
816004425	1	2	1	T	2	31	888	0	1	L	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	Unknown	00LDAO99	2	LEFT SIDE	ROLLOVER	ROLLOVER	1	9999	73	5	356.366
816004441	1	1	1	T	1	1	0	12	1	F	D Distributed - side or end	E belt line and below	W	Unknown	12FDEW99	1	FRONT BC TO BC	FRONT BC TO BC	Unknown	2	230	73	5	195.635
816004441	1	3	2	T	5	79	180	6	1	V	D Distributed - side or end	H Top of frame to top of vehicle	W	0C	06VDHW0C	2	Entire front of trailer	Entire front of trailer	Unknown	2	9999	73	5	195.635
816004441	1	4	1	T	5	79	180	6	1	C	D Distributed - side or end	H Top of frame to top of vehicle	W	Eight	06CDHW08	3	Entire back of cab	Entire back of cab	BL corner of cab	2	9999	73	5	195.635
816004441	2	1	2	T	1	1	180	6	1	B	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	W	0B	06BDAW0B	1	REAR BC TO BC	REAR BC TO BC	Unknown	2	244	73	5	195.635
816004441	2	2	1	T	1	2	10	12	1	F	Z Side (P + B) OR End (C + R)	E belt line and below	W	Unknown	12FZEW99	2	RFBC to 80 cm left	BC to BC	RFBC	2	80	73	5	195.635
816004441	2	5	1	T	2	35	999	13	1	C	D Distributed - side or end	H Top of frame to top of vehicle	W	Seven	13CDHW07	3	Entire back of cab	Entire back of cab	Unknown	2	9999	73	5	195.635
816004441	2	5	2	T	2	35	999	13	1	V	D Distributed - side or end	H Top of frame to top of vehicle	W	0A	13VDHW0A	4	Entire front of tank trailer	Entire front of tank trailer	Unknown	2	9999	73	5	195.635
816004441	3	2	2	T	1	2	170	6	1	B	Y Side (F + P) OR End (L + C)	A Top to Bottom of vehicle / no wheels	W	0A	06BYAW0A	1	LRBC to midway point on back	Rear BC to BC	Unknown	2	9999	73	5	195.635
816004442	1	1	1	T	1	1	999	99	1	F	L Left - front or rear	9 Unknown	E	Unknown	99FL9E99	2	Unknown	Unknown	Unknown	2	9999	73	5	60.371
816004442	1	2	1	T	1	1	10	12	1	F	D Distributed - side or end	A All	W	Eight	12FDAW08	1	FRONT BC TO BC	FRONT BC TO BC	LFBC	2	165	73	5	60.371
816004442	2	2	1	T	1	1	350	12	1	F	Y Side (F + P) OR End (L + C)	E belt line and below	W	Two	12FYEW02	1	Unknown	FRONT BC TO BC	LFBC	2	202	73	5	60.371
816004561	1	1	2	T	5	77	90	63	1	R	T Trailer	F Belt line/below on trailer	W	0D	63RTFW0D	1	BEG R/F TRAILER	UNK	UNK	1	670	73	5	356.366
816004561	1	2	1	T	3	51	260	9	1	L	9 Unknown	9 Unknown	9	Unknown	09L99999	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	356.366
816004561	1	3	2	T	5	77	40	1	1	R	T Trailer	F Belt line/below on trailer	W	0A	01RTFW0A	2	BEG AT R/R BC	UNK	UNK	1	70	73	5	356.366
816004701	1	1	1	T	1	1	0	12	4	L	P Side center section L or R	A All	W	Three	12LPAW03	1	starts at LF corner	BC to BC	C1	2	172	73	5	60.371
816004701	1	1	1	T	1	1	10	12	4	F	D Distributed - side or end	A All	K	Six	12FDAK06	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	60.371
816004701	1	2	1	T	1	1	90	3	1	R	F Side Front - left or right	M Middle -- top of frame to belt line or hood	W	Three	03RFMW03	3	UNKNOWN	Beg RF corner rearward	unknown	1	9999	73	5	60.371
816004701	2	1	1	T	1	1	350	12	14	F	Y Side (F + P) OR End (L + C)	E belt line and below	W	Four	12FYEW04	1	BEG F/L BC TO 86CM	UNK	UNK	2	9999	73	5	60.371
816004701	2	2	1	T	1	1	270	9	1	L	P Side cab	L Low - top of frame, frame, and bottom of frame	W	One	09LPLW01	2	unk (right gas tank)	unk	unk	1	9999	73	5	60.371
816004741	1	1	1	T	1	1	350	12	4	F	Y Side (F + P) OR End (L + C)	A All	W	Seven	12FYAW07	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	60.371
816004741	2	3	1	T	1	2	0	12	4	F	D Distributed - side or end	A All	W	Six	12FDAW06	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	60.371
816004741	3	4	1	T	1	3	0	12	4	F	R Right - front or rear	E Everything below belt line	W	Two	12FREW02	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	60.371
816004741	4	1	1	T	1	1	10	12	16	F	D Distributed - side or end	E belt line and below	W	Unknown	12FDEW99	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	60.371
816004741	4	2	1	T	2	34	999	13	1	L	P Side cab	H Top of frame to top of vehicle	9	Unknown	13LPH999	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	60.371
816004741	4	2	2	T	2	34	999	13	1	V	L Left - front or rear	A Top to Bottom of vehicle / no wheels	W	0A	13VLAW0A	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	60.371
816004741	4	3	2	T	1	2	80	3	1	R	K Side(P + W)	A Top to Bottom of vehicle / no wheels	W	Unknown	03RKAW99	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	60.371
816004741	4	4	2	T	1	3	30	1	1	R	T Trailer	E belt line and below	W	0A	01RTEW0A	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	60.371
816004806	1	1	1	T	1	1	280	9	1	L	P Side center section L or R	G Belt line and above	W	Four	09LPGW04	1	left side	left side	unk	1	9999	73	5	60.371
816004806	1	2	1	T	2	31	888	0	1	L	D Distributed - side or end	A All	O	Two	00LDAO02	2	left side	left side	unk	1	9999	73	5	60.371
816004806	2	1	1	T	1	1	0	12	1	F	D Distributed - side or end	E belt line and below	W	One	12FDEW01	1	BEG AT F/R PLOW AREA	UNK	UNK	2	9999	73	5	60.371
816004806	2	3	1	T	2	31	888	0	1	R	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	One	00RDAO01	2	RIGHT SIDE	ROLLOVER	ROLLOVER	1	9999	73	5	60.371
816004821	1	1	1	T	3	54	350	12	1	F	L Left - front or rear	E Everything below belt line	E	Two	12FLEE02	1	BEG L/F BC	Left Front BC to right front BC	C1	2	9999	73	5	60.371
816004821	1	2	1	T	3	54	280	9	1	L	Z Side (P + B) OR End (C + R)	E Everything below belt line	W	Two	09LZEW02	2	BEG L/R BC foward	Beg Left Rear Bumper Corner foward	UNK	1	9999	73	5	60.371
816004821	1	3	1	T	1	1	150	5	1	R	Y Side (F + P) OR End (L + C)	A All	W	Three	05RYAW03	3	BEG 46CM FROM R/F AXLE	UNK	UNK	1	105	73	5	60.371
816004821	2	3	1	T	1	1	210	7	1	L	B Side rear of cab to rear of trailer/cargo area	L Low - top of frame, frame, and bottom of frame	W	One	07LBLW01	1	220CM FROM L/R AXLE	UNK	UNK	1	220	73	5	60.371
816004821	2	4	1	T	2	31	888	0	1	R	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	One	00RDAO01	2	RIGHT SIDE	ROLLOVER	ROLLOVER	1	710	73	5	60.371
816004861	1	1	1	T	1	1	10	12	1	F	L Left - front or rear	A All	E	Nine	12FLAE09	1	BEG L/F BC	UNK	UNK	2	9999	73	5	60.371
816004861	2	1	1	T	1	1	340	11	1	L	D Distributed - side or end	E belt line and below	W	Two	11LDEW02	1	BEG 10 CM FROM F/L BC	UNK	UNK	1	160	73	5	60.371
816004901	1	1	1	T	1	2	180	6	4	B	D Distributed - side or end	A All	W	Seven	06BDAW07	1	rear bc to bc	rear bc to bc	unknown	2	9999	73	5	195.635
816004901	1	2	1	T	1	1	30	1	4	F	Y Side (F + P) OR End (L + C)	E Everything below belt line	W	Unknown	01FYEW99	2	beg r/f bc	unk	unk	2	9999	73	5	195.635
816004901	1	3	1	T	1	1	999	99	4	B	9 Unknown	9 Unknown	9	Unknown	99B99999	3	MASKED	MASKED	MASKED	2	9999	73	5	195.635
816004901	2	1	1	T	1	2	350	12	14	F	Y Side (F + P) OR End (L + C)	E belt line and below	W	One	12FYEW01	1	BEG L/F BC	UNK	UNK	2	120	73	5	195.635
816004901	2	2	1	T	1	1	340	11	1	L	S Side(F + P + W)	E belt line and below	W	Two	11LSEW02	2	BEG L/F BC	UNK	UNK	1	620	73	5	195.635
816004902	1	1	1	T	1	1	0	12	1	F	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	W	Unknown	12FDAW99	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	60.371
816004902	4	2	1	T	1	5	180	6	16	B	T Trailer	9 Unknown	9	Unknown	06BT9999	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	60.371
816004902	4	3	1	T	1	4	0	12	16	F	D Distributed - side or end	E belt line and below	W	Unknown	12FDEW99	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	60.371
816004902	5	1	2	T	1	1	180	6	1	B	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	W	0A	06BDAW0A	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	60.371
816004902	5	2	1	T	1	5	0	12	1	F	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	W	One	12FDAW01	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	60.371
816004941	1	1	1	T	1	1	0	12	4	F	D Distributed - side or end	A All	W	Seven	12FDAW07	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	60.371
816004941	2	1	1	T	1	1	180	6	12	B	Z Side (P + B) OR End (C + R)	L Low - top of frame, frame, and bottom of frame	W	0B	06BZLW0B	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	60.371
816004941	2	2	1	T	1	2	0	12	1	F	D Distributed - side or end	E belt line and below	W	One	12FDEW01	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	60.371
816004941	3	2	2	T	1	2	180	6	1	B	L Left - front or rear	E belt line and below	W	0A	06BLEW0A	9	Not Collected	Not Collected	Not Collected	97	9997	73	5	60.371
816005021	1	1	1	T	1	1	0	12	11	F	L Left - front or rear	A All	E	Nine	12FLAE09	1	BEG L/F BC TO 33CM	UNK	UNK	2	33	73	5	0
816005021	2	1	1	T	1	1	190	6	14	B	R Right - front or rear	E belt line and below	W	0A	06BREW0A	1	BEG R/R BC TO 56CM	UNK	UNK	2	56	73	5	0
816005022	1	1	1	T	1	1	80	3	1	R	Y Side (F + P) OR End (L + C)	A All	W	Three	03RYAW03	1	BEG R/F BC TO 245 CM	UNK	UNK	1	245	73	5	356.366
816005022	2	1	1	T	1	1	350	12	1	F	Y Side (F + P) OR End (L + C)	E belt line and below	W	Two	12FYEW02	1	BEG L/F BC	UNK	UNK	2	146	73	5	356.366
816005042	1	1	2	T	3	68	888	0	1	L	T Trailer	W Below undercarriage level ( wheels and tires onl	W	0A	00LTWW0A	2	LEFT SIDE TRAILER WHEELS	UNKNOWN	UNKNOWN	1	9999	73	5	356.366
816005042	1	2	1	T	2	31	888	0	1	L	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	Two	00LDAO02	1	LEFT SIDE	ROLLOVER	ROLLOVER	1	2200	73	5	356.366
816005101	1	1	1	T	1	1	0	12	1	F	D Distributed - side or end	E belt line and below	W	Unknown	12FDEW99	1	FRONT BC TO BC	UNK	UNK	2	220	73	5	356.366
816005101	1	3	1	T	1	1	0	12	1	F	9 Unknown	9 Unknown	9	Unknown	12F99999	2	MASKED	MASKED	MASKED	2	9999	73	5	356.366
816005101	1	7	1	T	2	35	999	13	1	C	Y Side (F + P) OR End (L + C)	H Top of frame to top of vehicle	W	Seven	13CYHW07	3	Back of cab/front of trailer	N/A	N/A	99	9999	73	5	356.366
816005101	1	7	2	T	2	35	999	13	1	V	Y Side (F + P) OR End (L + C)	A Top to Bottom of vehicle / no wheels	W	0A	13VYAW0A	4	Back of cab/front of trailer	N/A	N/A	99	9999	73	5	356.366
816005101	2	1	1	T	1	1	170	6	1	B	Y Side (F + P) OR End (L + C)	A Top to Bottom of vehicle / no wheels	W	Two	06BYAW02	1	LRBC	Entire back plane	UNK	2	117	73	5	356.366
816005101	2	2	1	T	3	56	10	12	1	F	9 Unknown	E belt line and below	9	Unknown	12F9E999	2	MASKED	MASKED	MASKED	2	9999	73	5	356.366
816005101	2	6	1	T	3	44	0	12	1	F	D Distributed - side or end	E belt line and below	W	One	12FDEW01	3	FRONT BC TO BC	UNK	UNK	2	178	73	5	356.366
816005101	3	3	1	T	1	1	180	6	1	B	Z Side (P + B) OR End (C + R)	A Top to Bottom of vehicle / no wheels	W	Two	06BZAW02	1	BEG R/R TRAILER	Entire back plane	UNK	2	103	73	5	356.366
816005101	3	4	1	T	1	3	10	12	1	F	R Right - front or rear	A Top to Bottom of vehicle / no wheels	S	Nine	12FRAS09	2	Beg RFBC	Entire front plane	UNK	2	10	73	5	356.366
816005101	4	4	2	T	1	3	180	6	1	B	Y Side (F + P) OR End (L + C)	E belt line and below	W	Two	06BYEW02	1	BEG L/R TRAILER	UNK	UNK	2	118	73	5	356.366
